accessionNo,cik,companyNameLong,ticker,description,formType,type,filingUrl,filedAt,downloadFilename
0001193125-13-332824,1393726,TIPTREE FINANCIAL INC. (TIPT) (CIK 0001393726),TIPT,EX-10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1393726/000119312513332824/d561280dex103.htm,2013-08-13,2013-1393726-0001193125-13-332824-d561280dex103.htm
0001193125-13-324187,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,REINSTATEMENT PREMIUM PROTECTION AGREEMENT,10-Q,EX-10.45,https://www.sec.gov/Archives/edgar/data/1400810/000119312513324187/d542622dex1045.htm,2013-08-07,2013-1400810-0001193125-13-324187-d542622dex1045.htm
0001193125-13-324187,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,CATASTROPHE AGGREGATE EXCESS OF LOSS REINSURANCE CONTRACT,10-Q,EX-10.21,https://www.sec.gov/Archives/edgar/data/1400810/000119312513324187/d542622dex1021.htm,2013-08-07,2013-1400810-0001193125-13-324187-d542622dex1021.htm
0001193125-13-324187,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,REINSTATEMENT PREMIUM PROTECTION AGREEMENT,10-Q,EX-10.46,https://www.sec.gov/Archives/edgar/data/1400810/000119312513324187/d542622dex1046.htm,2013-08-07,2013-1400810-0001193125-13-324187-d542622dex1046.htm
0001193125-13-324187,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,CATASTROPHE AGGREGATE EXCESS OF LOSS REINSURANCE CONTRACT,10-Q,EX-10.19,https://www.sec.gov/Archives/edgar/data/1400810/000119312513324187/d542622dex1019.htm,2013-08-07,2013-1400810-0001193125-13-324187-d542622dex1019.htm
0001193125-13-324187,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,CATASTROPHE AGGREGATE EXCESS OF LOSS REINSURANCE CONTRACT,10-Q,EX-10.9,https://www.sec.gov/Archives/edgar/data/1400810/000119312513324187/d542622dex109.htm,2013-08-07,2013-1400810-0001193125-13-324187-d542622dex109.htm
0001193125-13-324187,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,CATASTROPHE EXCESS OF LOSS REINSURANCE CONTRACT,10-Q,EX-10.41,https://www.sec.gov/Archives/edgar/data/1400810/000119312513324187/d542622dex1041.htm,2013-08-07,2013-1400810-0001193125-13-324187-d542622dex1041.htm
0001193125-13-324187,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,CATASTROPHE AGGREGATE EXCESS OF LOSS REINSURANCE CONTRACT,10-Q,EX-10.18,https://www.sec.gov/Archives/edgar/data/1400810/000119312513324187/d542622dex1018.htm,2013-08-07,2013-1400810-0001193125-13-324187-d542622dex1018.htm
0001193125-13-324187,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,CATASTROPHE EXCESS OF LOSS REINSURANCE CONTRACT,10-Q,EX-10.42,https://www.sec.gov/Archives/edgar/data/1400810/000119312513324187/d542622dex1042.htm,2013-08-07,2013-1400810-0001193125-13-324187-d542622dex1042.htm
0001193125-13-324187,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EXCESS OF LOSS RETROCESSION CONTRACT,10-Q,EX-10.48,https://www.sec.gov/Archives/edgar/data/1400810/000119312513324187/d542622dex1048.htm,2013-08-07,2013-1400810-0001193125-13-324187-d542622dex1048.htm
0001193125-13-324187,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,CATASTROPHE EXCESS OF LOSS REINSURANCE CONTRACT,10-Q,EX-10.26,https://www.sec.gov/Archives/edgar/data/1400810/000119312513324187/d542622dex1026.htm,2013-08-07,2013-1400810-0001193125-13-324187-d542622dex1026.htm
0001193125-13-442271,1282543,AFFIRMATIVE INSURANCE HOLDINGS INC (CIK 0001282543),,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1282543/000119312513442271/d603688dex101.htm,2013-11-14,2013-1282543-0001193125-13-442271-d603688dex101.htm
0001193125-13-324187,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EXCESS OF LOSS RETROCESSION CONTRACT,10-Q,EX-10.49,https://www.sec.gov/Archives/edgar/data/1400810/000119312513324187/d542622dex1049.htm,2013-08-07,2013-1400810-0001193125-13-324187-d542622dex1049.htm
0001193125-13-211026,1400810,"Homeowners Choice, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,CONTRACT,10-Q,EX-10.33,https://www.sec.gov/Archives/edgar/data/1400810/000119312513211026/d515005dex1033.htm,2013-05-09,2013-1400810-0001193125-13-211026-d515005dex1033.htm
0001193125-13-442271,1282543,AFFIRMATIVE INSURANCE HOLDINGS INC (CIK 0001282543),,EX-10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1282543/000119312513442271/d603688dex102.htm,2013-11-14,2013-1282543-0001193125-13-442271-d603688dex102.htm
0001193125-13-077241,911421,PARTNERRE LTD (PREJF) (CIK 0000911421),PREJF,EX-10.6.1,10-K,EX-10.6.1,https://www.sec.gov/Archives/edgar/data/911421/000119312513077241/d450536dex1061.htm,2013-02-26,2013-911421-0001193125-13-077241-d450536dex1061.htm
0001193125-13-077241,911421,PARTNERRE LTD (PREJF) (CIK 0000911421),PREJF,EX-10.6.2,10-K,EX-10.6.2,https://www.sec.gov/Archives/edgar/data/911421/000119312513077241/d450536dex1062.htm,2013-02-26,2013-911421-0001193125-13-077241-d450536dex1062.htm
0001193125-13-077241,911421,PARTNERRE LTD (PREJF) (CIK 0000911421),PREJF,EX-10.6.3,10-K,EX-10.6.3,https://www.sec.gov/Archives/edgar/data/911421/000119312513077241/d450536dex1063.htm,2013-02-26,2013-911421-0001193125-13-077241-d450536dex1063.htm
0001193125-13-324187,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EXCESS OF LOSS RETROCESSION CONTRACT,10-Q,EX-10.50,https://www.sec.gov/Archives/edgar/data/1400810/000119312513324187/d542622dex1050.htm,2013-08-07,2013-1400810-0001193125-13-324187-d542622dex1050.htm
0001193125-13-085281,898174,"REINSURANCE GROUP OF AMERICA INC (RGA, RZB, RZC) (CIK 0000898174)",RGA,EX-10.5,10-K,EX-10.5,https://www.sec.gov/Archives/edgar/data/898174/000119312513085281/d493525dex105.htm,2013-03-01,2013-898174-0001193125-13-085281-d493525dex105.htm
0000230557-13-000017,230557,"SELECTIVE INSURANCE GROUP INC (SIGI, SIGIP) (CIK 0000230557)",SIGI,EXHIBIT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/230557/000023055713000017/sigi-ex101_9302013.htm,2013-10-31,2013-230557-0000230557-13-000017-sigi-ex101_9302013.htm
0001141719-13-000003,1141719,ALTERRA CAPITAL HOLDINGS Ltd (CIK 0001141719),,EXHIBIT,10-K,EX-10.59,https://www.sec.gov/Archives/edgar/data/1141719/000114171913000003/exhibit1059npvunderwriting.htm,2013-02-28,2013-1141719-0001141719-13-000003-exhibit1059npvunderwriting.htm
0001045829-13-000070,1045829,VANGUARD HEALTH SYSTEMS INC (CIK 0001045829),,EXHIBIT 10.118,10-K/A,EX-10.118,https://www.sec.gov/Archives/edgar/data/1045829/000104582913000070/ex-10118.htm,2013-10-01,2013-1045829-0001045829-13-000070-ex-10118.htm
0001047469-13-001925,701221,CIGNA CORP (CIK 0000701221),,EX-10.29,10-K,EX-10.29,https://www.sec.gov/Archives/edgar/data/701221/000104746913001925/a2213028zex-10_29.htm,2013-02-28,2013-701221-0001047469-13-001925-a2213028zex-10_29.htm
0001045829-13-000070,1045829,VANGUARD HEALTH SYSTEMS INC (CIK 0001045829),,EXHIBIT 10.119,10-K/A,EX-10.119,https://www.sec.gov/Archives/edgar/data/1045829/000104582913000070/ex-10119.htm,2013-10-01,2013-1045829-0001045829-13-000070-ex-10119.htm
0001193125-13-481238,1294632,IASIS Healthcare LLC (CIK 0001294632),,EX-10.5,10-K,EX-10.5,https://www.sec.gov/Archives/edgar/data/1294632/000119312513481238/d609833dex105.htm,2013-12-20,2013-1294632-0001193125-13-481238-d609833dex105.htm
0001193125-13-481238,1294632,IASIS Healthcare LLC (CIK 0001294632),,EX-10.4,10-K,EX-10.4,https://www.sec.gov/Archives/edgar/data/1294632/000119312513481238/d609833dex104.htm,2013-12-20,2013-1294632-0001193125-13-481238-d609833dex104.htm
0001193125-13-481238,1294632,IASIS Healthcare LLC (CIK 0001294632),,EX-10.3,10-K,EX-10.3,https://www.sec.gov/Archives/edgar/data/1294632/000119312513481238/d609833dex103.htm,2013-12-20,2013-1294632-0001193125-13-481238-d609833dex103.htm
0000896159-13-000003,896159,ACE Ltd (CB) (CIK 0000896159),CB,EX-10.13,10-K,EX-10.13,https://www.sec.gov/Archives/edgar/data/896159/000089615913000003/ace-12312012xex1013.htm,2013-02-28,2013-896159-0000896159-13-000003-ace-12312012xex1013.htm
0001193125-13-319041,898174,"REINSURANCE GROUP OF AMERICA INC (RGA, RZB, RZC) (CIK 0000898174)",RGA,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/898174/000119312513319041/d578231dex101.htm,2013-08-05,2013-898174-0001193125-13-319041-d578231dex101.htm
0001193125-13-332824,1393726,TIPTREE FINANCIAL INC. (TIPT) (CIK 0001393726),TIPT,EX-10.4,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/1393726/000119312513332824/d561280dex104.htm,2013-08-13,2013-1393726-0001193125-13-332824-d561280dex104.htm
0001412100-13-000009,1412100,"Maiden Holdings, Ltd. (MHLA, MHLD, MHNC) (CIK 0001412100)",MHLD,EXHIBIT,10-K,EX-10.27,https://www.sec.gov/Archives/edgar/data/1412100/000141210013000009/exhibit-1027.htm,2013-03-11,2013-1412100-0001412100-13-000009-exhibit-1027.htm
0001193125-13-198529,1403385,Symetra Financial CORP (CIK 0001403385),,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1403385/000119312513198529/d531138dex101.htm,2013-05-03,2013-1403385-0001193125-13-198529-d531138dex101.htm
0001193125-13-083986,1179755,ENDURANCE SPECIALTY HOLDINGS LTD (CIK 0001179755),,EX-10.19,10-K,EX-10.19,https://www.sec.gov/Archives/edgar/data/1179755/000119312513083986/d491455dex1019.htm,2013-02-28,2013-1179755-0001193125-13-083986-d491455dex1019.htm
0001012771-13-000008,1012771,FBL FINANCIAL GROUP INC (CIK 0001012771),,MANAGEMENT SERVICES AGREEMENT,10-K,EX-10.5,https://www.sec.gov/Archives/edgar/data/1012771/000101277113000008/exh105mgmtservicesagreement.htm,2013-02-14,2013-1012771-0001012771-13-000008-exh105mgmtservicesagreement.htm
0001104659-13-080501,355429,PROTECTIVE LIFE CORP (CIK 0000355429),,EX-10.(P),10-Q,EX-10.(P),https://www.sec.gov/Archives/edgar/data/355429/000110465913080501/a13-19661_1ex10dp.htm,2013-11-04,2013-355429-0001104659-13-080501-a13-19661_1ex10dp.htm
0001365555-13-000037,1365555,"Amtrust Financial Services, Inc. (CIK 0001365555)",,EXHIBIT ADDENDUM TO MQS,10-K,EX-10.35,https://www.sec.gov/Archives/edgar/data/1365555/000136555513000037/afsi12312012ex1035.htm,2013-03-01,2013-1365555-0001365555-13-000037-afsi12312012ex1035.htm
0001104659-13-083608,310826,PROTECTIVE LIFE INSURANCE CO (CIK 0000310826),,EX-10.(G),10-Q,EX-10.(G),https://www.sec.gov/Archives/edgar/data/310826/000110465913083608/a13-19662_1ex10dg.htm,2013-11-12,2013-310826-0001104659-13-083608-a13-19662_1ex10dg.htm
0001193125-13-324187,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,ENDORSEMENT NO. 1 EXCESS OF LOSS RETROCESSION CONTRACT,10-Q,EX-10.51,https://www.sec.gov/Archives/edgar/data/1400810/000119312513324187/d542622dex1051.htm,2013-08-07,2013-1400810-0001193125-13-324187-d542622dex1051.htm
0001445305-13-000389,1140536,WILLIS GROUP HOLDINGS PLC (WTW) (CIK 0001140536),WTW,EXHIBIT,10-K,EX-10.36,https://www.sec.gov/Archives/edgar/data/1140536/000144530513000389/exhibit1036.htm,2013-02-28,2013-1140536-0001445305-13-000389-exhibit1036.htm
0001445305-13-000389,1140536,WILLIS GROUP HOLDINGS PLC (WTW) (CIK 0001140536),WTW,EXHIBIT,10-K,EX-10.37,https://www.sec.gov/Archives/edgar/data/1140536/000144530513000389/exhibit1037.htm,2013-02-28,2013-1140536-0001445305-13-000389-exhibit1037.htm
0001193125-13-324187,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,PER OCCURRENCE EXCESS OF LOSS REINSURANCE CONTRACT,10-Q,EX-10.47,https://www.sec.gov/Archives/edgar/data/1400810/000119312513324187/d542622dex1047.htm,2013-08-07,2013-1400810-0001193125-13-324187-d542622dex1047.htm
0001193125-13-198529,1403385,Symetra Financial CORP (CIK 0001403385),,EX-10.10,10-Q,EX-10.10,https://www.sec.gov/Archives/edgar/data/1403385/000119312513198529/d531138dex1010.htm,2013-05-03,2013-1403385-0001193125-13-198529-d531138dex1010.htm
0001193125-13-198529,1403385,Symetra Financial CORP (CIK 0001403385),,EX-10.9,10-Q,EX-10.9,https://www.sec.gov/Archives/edgar/data/1403385/000119312513198529/d531138dex109.htm,2013-05-03,2013-1403385-0001193125-13-198529-d531138dex109.htm
0001193125-13-430103,1494904,Global Indemnity plc (GBLI) (CIK 0001494904),GBLI,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1494904/000119312513430103/d607184dex101.htm,2013-11-06,2013-1494904-0001193125-13-430103-d607184dex101.htm
0001193125-13-329230,1363829,"Enstar Group LTD (ESGR, ESGRO, ESGRP) (CIK 0001363829)",ESGR,EX-10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1363829/000119312513329230/d556407dex102.htm,2013-08-09,2013-1363829-0001193125-13-329230-d556407dex102.htm
0001193125-13-085279,1363829,"Enstar Group LTD (ESGR, ESGRO, ESGRP) (CIK 0001363829)",ESGR,EX-10.27,10-K,EX-10.27,https://www.sec.gov/Archives/edgar/data/1363829/000119312513085279/d445630dex1027.htm,2013-03-01,2013-1363829-0001193125-13-085279-d445630dex1027.htm
0001193125-13-332824,1393726,TIPTREE FINANCIAL INC. (TIPT) (CIK 0001393726),TIPT,EX-10.5,10-Q,EX-10.5,https://www.sec.gov/Archives/edgar/data/1393726/000119312513332824/d561280dex105.htm,2013-08-13,2013-1393726-0001193125-13-332824-d561280dex105.htm
0001193125-13-211026,1400810,"Homeowners Choice, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,ENDORSEMENT,10-Q,EX-10.32,https://www.sec.gov/Archives/edgar/data/1400810/000119312513211026/d515005dex1032.htm,2013-05-09,2013-1400810-0001193125-13-211026-d515005dex1032.htm
0001193125-13-316560,1403385,Symetra Financial CORP (CIK 0001403385),,EX-10.4,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/1403385/000119312513316560/d568490dex104.htm,2013-08-02,2013-1403385-0001193125-13-316560-d568490dex104.htm
0001193125-13-211278,814585,MBIA INC (MBI) (CIK 0000814585),MBI,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/814585/000119312513211278/d505588dex101.htm,2013-05-09,2013-814585-0001193125-13-211278-d505588dex101.htm
0001445305-13-000389,1140536,WILLIS GROUP HOLDINGS PLC (WTW) (CIK 0001140536),WTW,EXHIBIT,10-K,EX-10.55,https://www.sec.gov/Archives/edgar/data/1140536/000144530513000389/exhibit1055.htm,2013-02-28,2013-1140536-0001445305-13-000389-exhibit1055.htm
0001365555-13-000037,1365555,"Amtrust Financial Services, Inc. (CIK 0001365555)",,EXHIBIT CAR CARE PURCHASE,10-K,EX-10.37,https://www.sec.gov/Archives/edgar/data/1365555/000136555513000037/afsi12312012ex1037.htm,2013-03-01,2013-1365555-0001365555-13-000037-afsi12312012ex1037.htm
0001193125-13-081960,1276520,GENWORTH FINANCIAL INC (GNW) (CIK 0001276520),GNW,EXHIBIT 10.16.3,10-K,EX-10.16.3,https://www.sec.gov/Archives/edgar/data/1276520/000119312513081960/d437858dex10163.htm,2013-02-28,2013-1276520-0001193125-13-081960-d437858dex10163.htm
0001193125-13-438190,1091748,"Argo Group International Holdings, Ltd. (ARGD, ARGO-PA) (CIK 0001091748)",ARGD,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1091748/000119312513438190/d599818dex101.htm,2013-11-12,2013-1091748-0001193125-13-438190-d599818dex101.htm
0001193125-13-081960,1276520,GENWORTH FINANCIAL INC (GNW) (CIK 0001276520),GNW,EXHIBIT 10.15.2,10-K,EX-10.15.2,https://www.sec.gov/Archives/edgar/data/1276520/000119312513081960/d437858dex10152.htm,2013-02-28,2013-1276520-0001193125-13-081960-d437858dex10152.htm
0001445305-13-000389,1140536,WILLIS GROUP HOLDINGS PLC (WTW) (CIK 0001140536),WTW,EXHIBIT,10-K,EX-10.52,https://www.sec.gov/Archives/edgar/data/1140536/000144530513000389/exhibit1052.htm,2013-02-28,2013-1140536-0001445305-13-000389-exhibit1052.htm
0001193125-13-324187,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,REIMBURSEMENT CONTRACT,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1400810/000119312513324187/d542622dex103.htm,2013-08-07,2013-1400810-0001193125-13-324187-d542622dex103.htm
0000062709-13-000004,62709,"MARSH & MCLENNAN COMPANIES, INC. (MMC) (CIK 0000062709)",MMC,MOCZARSKI NON-COMPETE NON-SOLICIT,10-K,EX-10.64,https://www.sec.gov/Archives/edgar/data/62709/000006270913000004/ex1064.htm,2013-02-27,2013-62709-0000062709-13-000004-ex1064.htm
0000062709-13-000004,62709,"MARSH & MCLENNAN COMPANIES, INC. (MMC) (CIK 0000062709)",MMC,ZAFFINO NON-COMPETE NON-SOLICIT,10-K,EX-10.69,https://www.sec.gov/Archives/edgar/data/62709/000006270913000004/ex1069.htm,2013-02-27,2013-62709-0000062709-13-000004-ex1069.htm
0001193125-13-329230,1363829,"Enstar Group LTD (ESGR, ESGRO, ESGRP) (CIK 0001363829)",ESGR,EX-10.5,10-Q,EX-10.5,https://www.sec.gov/Archives/edgar/data/1363829/000119312513329230/d556407dex105.htm,2013-08-09,2013-1363829-0001193125-13-329230-d556407dex105.htm
0001193125-13-210708,79282,BROWN & BROWN INC (BRO) (CIK 0000079282),BRO,EMPLOYMENT AGREEMENT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/79282/000119312513210708/d511426dex101.htm,2013-05-09,2013-79282-0001193125-13-210708-d511426dex101.htm
0001193125-13-210718,874977,State Auto Financial CORP (CIK 0000874977),,SECOND AMENDMENT TO REINSURANCE POOLING AGREEMENT,10-Q,EX-10.01,https://www.sec.gov/Archives/edgar/data/874977/000119312513210718/d508111dex1001.htm,2013-05-09,2013-874977-0001193125-13-210718-d508111dex1001.htm
0001412100-13-000009,1412100,"Maiden Holdings, Ltd. (MHLA, MHLD, MHNC) (CIK 0001412100)",MHLD,EXHIBIT,10-K,EX-10.21,https://www.sec.gov/Archives/edgar/data/1412100/000141210013000009/exhibit-1021.htm,2013-03-11,2013-1412100-0001412100-13-000009-exhibit-1021.htm
0000225648-13-000064,225648,COVANTA HOLDING CORP (CIK 0000225648),,EXHIBIT 10.1 MISSION AGREEMENT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/225648/000022564813000064/exhibit101missionagreement.htm,2013-10-24,2013-225648-0000225648-13-000064-exhibit101missionagreement.htm
0000062709-13-000014,62709,"MARSH & MCLENNAN COMPANIES, INC. (MMC) (CIK 0000062709)",MMC,PORTALATIN NON-COMPETE NON-SOLICIT,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/62709/000006270913000014/mmc0331201310qex_104.htm,2013-05-09,2013-62709-0000062709-13-000014-mmc0331201310qex_104.htm
0001140361-13-011989,356130,EMC INSURANCE GROUP INC (CIK 0000356130),,EXHIBIT 10.62,10-K,EX-10.62,https://www.sec.gov/Archives/edgar/data/356130/000114036113011989/ex10_62.htm,2013-03-12,2013-356130-0001140361-13-011989-ex10_62.htm
0000062709-13-000004,62709,"MARSH & MCLENNAN COMPANIES, INC. (MMC) (CIK 0000062709)",MMC,BISCHOFF NON-COMPETE NON-SOLICIT,10-K,EX-10.53,https://www.sec.gov/Archives/edgar/data/62709/000006270913000004/ex1053.htm,2013-02-27,2013-62709-0000062709-13-000004-ex1053.htm
0001347652-13-000007,1347652,"CorEnergy Infrastructure Trust, Inc. (CIK 0001347652)",CORR,EXHIBIT 1,10-Q,EX-10.10,https://www.sec.gov/Archives/edgar/data/1347652/000134765213000007/corr-2013331x10qexx10101.htm,2013-05-10,2013-1347652-0001347652-13-000007-corr-2013331x10qexx10101.htm
