accessionNo,cik,companyNameLong,ticker,description,formType,type,filingUrl,filedAt,downloadFilename
0001691421-23-000032,1691421,"Lemonade, Inc. (LMND, LMND-WT) (CIK 0001691421)",LMND,EX-10.36,10-K,EX-10.36,https://www.sec.gov/Archives/edgar/data/1691421/000169142123000032/lmndye22ex1036mapfreautoqs.htm,2023-03-03,2023-1691421-0001691421-23-000032-lmndye22ex1036mapfreautoqs.htm
0001691421-23-000095,1691421,"Lemonade, Inc. (LMND, LMND-WT) (CIK 0001691421)",LMND,EX-10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1691421/000169142123000095/exhibit103-autofacpprcontr.htm,2023-08-04,2023-1691421-0001691421-23-000095-exhibit103-autofacpprcontr.htm
0001527469-23-000053,1527469,"Athene Holding Ltd (ATHS, ATH-PA, ATH-PB, ATH-PC, ATH-PD, ATH-PE) (CIK 0001527469)",ATH.PA,EX-10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1527469/000152746923000053/q22023exhibit103.htm,2023-08-07,2023-1527469-0001527469-23-000053-q22023exhibit103.htm
0001527469-23-000053,1527469,"Athene Holding Ltd (ATHS, ATH-PA, ATH-PB, ATH-PC, ATH-PD, ATH-PE) (CIK 0001527469)",ATH.PA,EX-10.5,10-Q,EX-10.5,https://www.sec.gov/Archives/edgar/data/1527469/000152746923000053/q22023exhibit105.htm,2023-08-07,2023-1527469-0001527469-23-000053-q22023exhibit105.htm
0001095073-23-000048,1095073,"EVEREST GROUP, LTD. (EG) (CIK 0001095073)",EG,EX-10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1095073/000109507323000048/re-20230930xex103.htm,2023-11-01,2023-1095073-0001095073-23-000048-re-20230930xex103.htm
0001527469-23-000053,1527469,"Athene Holding Ltd (ATHS, ATH-PA, ATH-PB, ATH-PC, ATH-PD, ATH-PE) (CIK 0001527469)",ATH.PA,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1527469/000152746923000053/q22023exhibit101.htm,2023-08-07,2023-1527469-0001527469-23-000053-q22023exhibit101.htm
0000776867-23-000013,776867,WHITE MOUNTAINS INSURANCE GROUP LTD (WTM) (CIK 0000776867),WTM,EX-10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/776867/000077686723000013/wtmq22023ex102.htm,2023-08-07,2023-776867-0000776867-23-000013-wtmq22023ex102.htm
0001527469-23-000053,1527469,"Athene Holding Ltd (ATHS, ATH-PA, ATH-PB, ATH-PC, ATH-PD, ATH-PE) (CIK 0001527469)",ATH.PA,EX-10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1527469/000152746923000053/q22023exhibit102.htm,2023-08-07,2023-1527469-0001527469-23-000053-q22023exhibit102.htm
0001095073-23-000007,1095073,EVEREST RE GROUP LTD (EG) (CIK 0001095073),EG,EXHIBIT 10.42,10-K,EX-10.42,https://www.sec.gov/Archives/edgar/data/1095073/000109507323000007/exhibit1042.htm,2023-02-24,2023-1095073-0001095073-23-000007-exhibit1042.htm
0000950170-23-003450,1018979,AMERISAFE INC (AMSF) (CIK 0001018979),AMSF,EX-10.27,10-K,EX-10,https://www.sec.gov/Archives/edgar/data/1018979/000095017023003450/amsf-ex10_27.htm,2023-02-21,2023-1018979-0000950170-23-003450-amsf-ex10_27.htm
0000950170-23-040540,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EX-10.32,10-Q,EX-10.32,https://www.sec.gov/Archives/edgar/data/1400810/000095017023040540/hci-ex10_32.htm,2023-08-09,2023-1400810-0000950170-23-040540-hci-ex10_32.htm
0000950170-23-040540,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EX-10.28,10-Q,EX-10.28,https://www.sec.gov/Archives/edgar/data/1400810/000095017023040540/hci-ex10_28.htm,2023-08-09,2023-1400810-0000950170-23-040540-hci-ex10_28.htm
0000950170-23-040540,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EX-10.31,10-Q,EX-10.31,https://www.sec.gov/Archives/edgar/data/1400810/000095017023040540/hci-ex10_31.htm,2023-08-09,2023-1400810-0000950170-23-040540-hci-ex10_31.htm
0000950170-23-040540,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EX-10.27,10-Q,EX-10.27,https://www.sec.gov/Archives/edgar/data/1400810/000095017023040540/hci-ex10_27.htm,2023-08-09,2023-1400810-0000950170-23-040540-hci-ex10_27.htm
0000950170-23-003450,1018979,AMERISAFE INC (AMSF) (CIK 0001018979),AMSF,EX-10.28,10-K,EX-10,https://www.sec.gov/Archives/edgar/data/1018979/000095017023003450/amsf-ex10_28.htm,2023-02-21,2023-1018979-0000950170-23-003450-amsf-ex10_28.htm
0000950170-23-003450,1018979,AMERISAFE INC (AMSF) (CIK 0001018979),AMSF,EX-10.30,10-K,EX-10,https://www.sec.gov/Archives/edgar/data/1018979/000095017023003450/amsf-ex10_30.htm,2023-02-21,2023-1018979-0000950170-23-003450-amsf-ex10_30.htm
0000950170-23-003450,1018979,AMERISAFE INC (AMSF) (CIK 0001018979),AMSF,EX-10.29,10-K,EX-10,https://www.sec.gov/Archives/edgar/data/1018979/000095017023003450/amsf-ex10_29.htm,2023-02-21,2023-1018979-0000950170-23-003450-amsf-ex10_29.htm
0001095073-23-000007,1095073,EVEREST RE GROUP LTD (EG) (CIK 0001095073),EG,EXHIBIT 10.41,10-K,EX-10.41,https://www.sec.gov/Archives/edgar/data/1095073/000109507323000007/exhibit1041.htm,2023-02-24,2023-1095073-0001095073-23-000007-exhibit1041.htm
0000896159-23-000007,896159,Chubb Ltd (CB) (CIK 0000896159),CB,EX-10.56,10-K,EX-10.56,https://www.sec.gov/Archives/edgar/data/896159/000089615923000007/cb-12312022xex1056.htm,2023-02-24,2023-896159-0000896159-23-000007-cb-12312022xex1056.htm
0000835357-23-000015,835357,EQUITABLE FINANCIAL LIFE INSURANCE CO OF AMERICA (CIK 0000835357),,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/835357/000083535723000015/efloa-06302023exhibit101.htm,2023-08-21,2023-835357-0000835357-23-000015-efloa-06302023exhibit101.htm
0000727920-23-000015,727920,Equitable Financial Life Insurance Co (CIK 0000727920),,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/727920/000072792023000015/efl-06302023exhibit101.htm,2023-08-21,2023-727920-0000727920-23-000015-efl-06302023exhibit101.htm
0001576018-23-000100,1576018,"SiriusPoint Ltd (SPNT, SSPFF, SPNT-PB) (CIK 0001576018)",SPNT,EX-10.4 LOSS PORTFOLIO TRANSFER REINSURANCE AND RETROCESSION AGREEMENT SINT,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/1576018/000157601823000100/projectcascade-sintlptexec.htm,2023-08-02,2023-1576018-0001576018-23-000100-projectcascade-sintlptexec.htm
0001576018-23-000100,1576018,"SiriusPoint Ltd (SPNT, SSPFF, SPNT-PB) (CIK 0001576018)",SPNT,EX-10.3 AMENDMENT NO.1 TO CREDIT AGREEMENT,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1576018/000157601823000100/sp-amendmentno1tocreditagr.htm,2023-08-02,2023-1576018-0001576018-23-000100-sp-amendmentno1tocreditagr.htm
0001576018-23-000100,1576018,"SiriusPoint Ltd (SPNT, SSPFF, SPNT-PB) (CIK 0001576018)",SPNT,EX-10.5 LOSS PORTFOLIO TRANSFER REINSURANCE AND RETROCESSION AGREEMENT SIMA,10-Q,EX-10.5,https://www.sec.gov/Archives/edgar/data/1576018/000157601823000100/projectcascade-splloydslpt.htm,2023-08-02,2023-1576018-0001576018-23-000100-projectcascade-splloydslpt.htm
0001576018-23-000063,1576018,"SiriusPoint Ltd (SPNT, SSPFF, SPNT-PB) (CIK 0001576018)",SPNT,EX-10.1 MASTER AGREEMENT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1576018/000157601823000063/projectcascade-masteragree.htm,2023-05-03,2023-1576018-0001576018-23-000063-projectcascade-masteragree.htm
0001527469-23-000014,1527469,"Athene Holding Ltd (ATHS, ATH-PA, ATH-PB, ATH-PC, ATH-PD, ATH-PE) (CIK 0001527469)",ATH.PA,EX-10.5 2,10-K,EX-10.5 2,https://www.sec.gov/Archives/edgar/data/1527469/000152746923000014/q42022exhibit1052.htm,2023-03-01,2023-1527469-0001527469-23-000014-q42022exhibit1052.htm
0000059558-23-000047,59558,"LINCOLN NATIONAL CORP (LNC, LNC-PD) (CIK 0000059558)",LNC,EX-10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/59558/000005955823000047/lnc-20230630xex10_3.htm,2023-08-03,2023-59558-0000059558-23-000047-lnc-20230630xex10_3.htm
0000776867-23-000017,776867,WHITE MOUNTAINS INSURANCE GROUP LTD (WTM) (CIK 0000776867),WTM,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/776867/000077686723000017/wtmq32023ex101.htm,2023-11-06,2023-776867-0000776867-23-000017-wtmq32023ex101.htm
0000950170-23-040540,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EX-10.39,10-Q,EX-10.39,https://www.sec.gov/Archives/edgar/data/1400810/000095017023040540/hci-ex10_39.htm,2023-08-09,2023-1400810-0000950170-23-040540-hci-ex10_39.htm
0000950170-23-040540,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EX-10.38,10-Q,EX-10.38,https://www.sec.gov/Archives/edgar/data/1400810/000095017023040540/hci-ex10_38.htm,2023-08-09,2023-1400810-0000950170-23-040540-hci-ex10_38.htm
0001828937-23-000049,1828937,"Finance of America Companies Inc. (FOA, FOACW) (CIK 0001828937)",FOA,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1828937/000182893723000049/projectisles-spaexecutionv.htm,2023-05-12,2023-1828937-0001828937-23-000049-projectisles-spaexecutionv.htm
0000947484-23-000102,947484,"ARCH CAPITAL GROUP LTD. (ACGL, ACGLN, ACGLO) (CIK 0000947484)",ACGL,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/947484/000094748423000102/ex101creditagreement11923.htm,2023-11-09,2023-947484-0000947484-23-000102-ex101creditagreement11923.htm
0000011544-23-000008,11544,"BERKLEY W R CORP (WRB, WRB-PE, WRB-PF, WRB-PG, WRB-PH) (CIK 0000011544)",WRB,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/11544/000001154423000008/wrb331202310-qex101.htm,2023-05-04,2023-11544-0000011544-23-000008-wrb331202310-qex101.htm
0000874501-23-000092,874501,AMBAC FINANCIAL GROUP INC (AMBC) (CIK 0000874501),AMBC,EX-10.4,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/874501/000087450123000092/a02-029xambcxex104x1q23x10q.htm,2023-05-09,2023-874501-0000874501-23-000092-a02-029xambcxex104x1q23x10q.htm
0000837010-23-000018,837010,VOYA RETIREMENT INSURANCE & ANNUITY Co (CIK 0000837010),,EX-10.5,10-K,EX-10.5,https://www.sec.gov/Archives/edgar/data/837010/000083701023000018/vriac2022q410-kex105.htm,2023-03-09,2023-837010-0000837010-23-000018-vriac2022q410-kex105.htm
0000874501-23-000092,874501,AMBAC FINANCIAL GROUP INC (AMBC) (CIK 0000874501),AMBC,EX-10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/874501/000087450123000092/a02-029xambcxex103x1q23x10q.htm,2023-05-09,2023-874501-0000874501-23-000092-a02-029xambcxex103x1q23x10q.htm
0001558370-23-004742,355379,MIDWEST HOLDING INC. (CIK 0000355379),MDWT,EX-10.34,10-K,EX-10.34,https://www.sec.gov/Archives/edgar/data/355379/000155837023004742/mdwt-20221231xex10d34.htm,2023-03-27,2023-355379-0001558370-23-004742-mdwt-20221231xex10d34.htm
0000950170-23-040540,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EX-10.37,10-Q,EX-10.37,https://www.sec.gov/Archives/edgar/data/1400810/000095017023040540/hci-ex10_37.htm,2023-08-09,2023-1400810-0000950170-23-040540-hci-ex10_37.htm
0000950170-23-040540,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EX-10.36,10-Q,EX-10.36,https://www.sec.gov/Archives/edgar/data/1400810/000095017023040540/hci-ex10_36.htm,2023-08-09,2023-1400810-0000950170-23-040540-hci-ex10_36.htm
0000898174-23-000046,898174,"REINSURANCE GROUP OF AMERICA INC (RGA, RZB, RZC) (CIK 0000898174)",RGA,EX-10.35,10-K,EX-10.35,https://www.sec.gov/Archives/edgar/data/898174/000089817423000046/a202210-kex1035.htm,2023-02-24,2023-898174-0000898174-23-000046-a202210-kex1035.htm
0001840776-23-000021,1840776,"Hagerty, Inc. (HGTY, HGTPW) (CIK 0001840776)",HGTY,EX-10.24,10-K,EX-10.24,https://www.sec.gov/Archives/edgar/data/1840776/000184077623000021/hgty-20230314xex1024.htm,2023-03-14,2023-1840776-0001840776-23-000021-hgty-20230314xex1024.htm
0001172052-23-000036,1172052,SAFETY INSURANCE GROUP INC (SAFT) (CIK 0001172052),SAFT,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1172052/000117205223000036/saft-20230930xex10d1.htm,2023-11-03,2023-1172052-0001172052-23-000036-saft-20230930xex10d1.htm
0001095073-23-000024,1095073,EVEREST RE GROUP LTD (EG) (CIK 0001095073),EG,EX-10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1095073/000109507323000024/re-20230331xexx102.htm,2023-05-04,2023-1095073-0001095073-23-000024-re-20230331xexx102.htm
0000898174-23-000088,898174,"REINSURANCE GROUP OF AMERICA INC (RGA, RZB, RZC) (CIK 0000898174)",RGA,EX-10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/898174/000089817423000088/ex1032023q110-q.htm,2023-05-05,2023-898174-0000898174-23-000088-ex1032023q110-q.htm
0000891166-23-000085,891166,"UNIVERSAL INSURANCE HOLDINGS, INC. (UVE) (CIK 0000891166)",UVE,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/891166/000089116623000085/uve-2023630xex101creditagr.htm,2023-07-31,2023-891166-0000891166-23-000085-uve-2023630xex101creditagr.htm
0001393726-23-000027,1393726,TIPTREE INC. (TIPT) (CIK 0001393726),TIPT,EX-10.11,10-K,EX-10.11,https://www.sec.gov/Archives/edgar/data/1393726/000139372623000027/ex1011sbac-2damendtocredit.htm,2023-03-08,2023-1393726-0001393726-23-000027-ex1011sbac-2damendtocredit.htm
0001379041-23-000063,1379041,"Employers Holdings, Inc. (EIG) (CIK 0001379041)",EIG,EX-10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1379041/000137904123000063/ex103_eigamendedcreditagre.htm,2023-04-28,2023-1379041-0001379041-23-000063-ex103_eigamendedcreditagre.htm
0001620459-23-000026,1620459,"James River Group Holdings, Ltd. (JRVR) (CIK 0001620459)",JRVR,EX-10.3,10-K,EX-10.3,https://www.sec.gov/Archives/edgar/data/1620459/000162045923000026/a4q22jrvrex103.htm,2023-02-28,2023-1620459-0001620459-23-000026-a4q22jrvrex103.htm
0001620459-23-000026,1620459,"James River Group Holdings, Ltd. (JRVR) (CIK 0001620459)",JRVR,EX-10.9,10-K,EX-10.9,https://www.sec.gov/Archives/edgar/data/1620459/000162045923000026/a4q22jrvrex109.htm,2023-02-28,2023-1620459-0001620459-23-000026-a4q22jrvrex109.htm
0001362468-23-000060,1362468,Allegiant Travel CO (ALGT) (CIK 0001362468),ALGT,EX-10.02,10-Q,EX-10.02,https://www.sec.gov/Archives/edgar/data/1362468/000136246823000060/a1002creditagreementbnpand.htm,2023-11-08,2023-1362468-0001362468-23-000060-a1002creditagreementbnpand.htm
0001571283-23-000042,1571283,"Rexford Industrial Realty, Inc. (REXR, REXR-PB, REXR-PC) (CIK 0001571283)",REXR,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1571283/000157128323000042/ex101firstamendmenttonotep.htm,2023-10-23,2023-1571283-0001571283-23-000042-ex101firstamendmenttonotep.htm
0001224608-23-000046,1224608,"CNO Financial Group, Inc. (CNO, CNO-PA) (CIK 0001224608)",CNO,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1224608/000122460823000046/ex101creditagreement2023.htm,2023-08-09,2023-1224608-0001224608-23-000046-ex101creditagreement2023.htm
0000950170-23-004303,1140536,WILLIS TOWERS WATSON PLC (WTW) (CIK 0001140536),WTW,EX-10.21,10-K,EX-10,https://www.sec.gov/Archives/edgar/data/1140536/000095017023004303/wtw-ex10_21.htm,2023-02-24,2023-1140536-0000950170-23-004303-wtw-ex10_21.htm
0000890926-23-000007,890926,RADIAN GROUP INC (RDN) (CIK 0000890926),RDN,EX-10.14,10-K,EX-10.14,https://www.sec.gov/Archives/edgar/data/890926/000089092623000007/rdn-ex1014_20221231.htm,2023-02-24,2023-890926-0000890926-23-000007-rdn-ex1014_20221231.htm
0000890926-23-000007,890926,RADIAN GROUP INC (RDN) (CIK 0000890926),RDN,EX-10.16,10-K,EX-10.16,https://www.sec.gov/Archives/edgar/data/890926/000089092623000007/rdn-ex1016_20221231.htm,2023-02-24,2023-890926-0000890926-23-000007-rdn-ex1016_20221231.htm
0000950170-23-019863,1475922,"Primerica, Inc. (PRI) (CIK 0001475922)",PRI,EX-10.2,10-Q,EX-10,https://www.sec.gov/Archives/edgar/data/1475922/000095017023019863/pri-ex10_2.htm,2023-05-09,2023-1475922-0000950170-23-019863-pri-ex10_2.htm
0001620459-23-000026,1620459,"James River Group Holdings, Ltd. (JRVR) (CIK 0001620459)",JRVR,EX-10.23,10-K,EX-10.23,https://www.sec.gov/Archives/edgar/data/1620459/000162045923000026/a4q22jrvrex1023.htm,2023-02-28,2023-1620459-0001620459-23-000026-a4q22jrvrex1023.htm
0000950170-23-018312,1519401,Regional Management Corp. (RM) (CIK 0001519401),RM,EX-10.2,10-Q,EX-10,https://www.sec.gov/Archives/edgar/data/1519401/000095017023018312/rm-ex10_2.htm,2023-05-05,2023-1519401-0000950170-23-018312-rm-ex10_2.htm
0000950170-23-015309,1140536,WILLIS TOWERS WATSON PLC (WTW) (CIK 0001140536),WTW,EX-10.2,10-Q,EX-10,https://www.sec.gov/Archives/edgar/data/1140536/000095017023015309/wtw-ex10_2.htm,2023-04-27,2023-1140536-0000950170-23-015309-wtw-ex10_2.htm
0000950170-23-015309,1140536,WILLIS TOWERS WATSON PLC (WTW) (CIK 0001140536),WTW,EX-10.1,10-Q,EX-10,https://www.sec.gov/Archives/edgar/data/1140536/000095017023015309/wtw-ex10_1.htm,2023-04-27,2023-1140536-0000950170-23-015309-wtw-ex10_1.htm
0001628280-23-006451,1091748,"Argo Group International Holdings, Ltd. (ARGD, ARGO-PA) (CIK 0001091748)",ARGD,EX-10.34,10-K,EX-10.34,https://www.sec.gov/Archives/edgar/data/1091748/000162828023006451/ex103412312022.htm,2023-03-06,2023-1091748-0001628280-23-006451-ex103412312022.htm
0001396440-23-000035,1396440,Main Street Capital CORP (MAIN) (CIK 0001396440),MAIN,EX-10.14,10-K,EX-10.14,https://www.sec.gov/Archives/edgar/data/1396440/000139644023000035/main-20221231xexx1014.htm,2023-02-24,2023-1396440-0001396440-23-000035-main-20221231xexx1014.htm
0001576018-23-000016,1576018,"SiriusPoint Ltd (SPNT, SSPFF, SPNT-PB) (CIK 0001576018)",SPNT,EX-10.51 CONFIDENTIAL SETTLEMENT AGREEMENT AND GENERAL RELEASE,10-K,EX-10.51,https://www.sec.gov/Archives/edgar/data/1576018/000157601823000016/exhibit1051siriuspointviev.htm,2023-02-24,2023-1576018-0001576018-23-000016-exhibit1051siriuspointviev.htm
0001628280-23-026117,315293,Aon plc (AON) (CIK 0000315293),AON,EX-10.4,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/315293/000162828023026117/exhibit104.htm,2023-07-28,2023-315293-0001628280-23-026117-exhibit104.htm
0001620459-23-000026,1620459,"James River Group Holdings, Ltd. (JRVR) (CIK 0001620459)",JRVR,EX-10.21,10-K,EX-10.21,https://www.sec.gov/Archives/edgar/data/1620459/000162045923000026/a4q22jrvrex1021.htm,2023-02-28,2023-1620459-0001620459-23-000026-a4q22jrvrex1021.htm
0001371285-23-000047,1371285,"TRUPANION, INC. (TRUP) (CIK 0001371285)",TRUP,EX-10.9,10-K,EX-10.9,https://www.sec.gov/Archives/edgar/data/1371285/000137128523000047/ex109q42022.htm,2023-02-16,2023-1371285-0001371285-23-000047-ex109q42022.htm
0001437749-23-022525,1722438,"Doma Holdings, Inc. (DOMA, DOMAW) (CIK 0001722438)",DOMA,EXHIBIT 10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1722438/000143774923022525/ex_552635.htm,2023-08-08,2023-1722438-0001437749-23-022525-ex_552635.htm
0001840776-23-000145,1840776,"Hagerty, Inc. (HGTY, HGTPW) (CIK 0001840776)",HGTY,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1840776/000184077623000145/hgty-2023x06x15xex101.htm,2023-08-08,2023-1840776-0001840776-23-000145-hgty-2023x06x15xex101.htm
0001743907-23-000013,1743907,"Sun Country Airlines Holdings, Inc. (SNCY) (CIK 0001743907)",SNCY,EX-10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1743907/000174390723000013/sncy-20230331x10xqexx102.htm,2023-04-28,2023-1743907-0001743907-23-000013-sncy-20230331x10xqexx102.htm
0001095073-23-000024,1095073,EVEREST RE GROUP LTD (EG) (CIK 0001095073),EG,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1095073/000109507323000024/re-20230331xexx101.htm,2023-05-04,2023-1095073-0001095073-23-000024-re-20230331xexx101.htm
0000059558-23-000009,59558,"LINCOLN NATIONAL CORP (LNC, LNC-PD) (CIK 0000059558)",LNC,EX-10.56,10-K,EX-10.56,https://www.sec.gov/Archives/edgar/data/59558/000005955823000009/lnc-20221231xex10_56.htm,2023-02-16,2023-59558-0000059558-23-000009-lnc-20221231xex10_56.htm
0000062709-23-000036,62709,"MARSH & MCLENNAN COMPANIES, INC. (MMC) (CIK 0000062709)",MMC,MARTIN SOUTH NON-COMPETE NON-SOLICIT,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/62709/000006270923000036/mmc0331202310qex_102.htm,2023-04-20,2023-62709-0000062709-23-000036-mmc0331202310qex_102.htm
0001535929-23-000035,1535929,"Voya Financial, Inc. (VOYA, VOYA-PB) (CIK 0001535929)",VOYA,EX-10.4,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/1535929/000153592923000035/ex104fourtharcreditagreeme.htm,2023-05-04,2023-1535929-0001535929-23-000035-ex104fourtharcreditagreeme.htm
0001794783-23-000049,1794783,"SelectQuote, Inc. (SLQT) (CIK 0001794783)",SLQT,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1794783/000179478323000049/exhibit101slqt-fifthamendm.htm,2023-05-10,2023-1794783-0001794783-23-000049-exhibit101slqt-fifthamendm.htm
0000914208-23-000338,914208,Invesco Ltd. (IVZ) (CIK 0000914208),IVZ,EX-10.6,10-Q,EX-10.6,https://www.sec.gov/Archives/edgar/data/914208/000091420823000338/ivz1q2023ex106.htm,2023-05-03,2023-914208-0000914208-23-000338-ivz1q2023ex106.htm
0001273813-23-000031,1273813,ASSURED GUARANTY LTD (AGO) (CIK 0001273813),AGO,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1273813/000127381323000031/ago-03312023x10qex101.htm,2023-05-10,2023-1273813-0001273813-23-000031-ago-03312023x10qex101.htm
