accessionNo,cik,companyNameLong,ticker,description,formType,type,filingUrl,filedAt,downloadFilename
0001140361-11-053104,1069996,21ST CENTURY HOLDING CO (CIK 0001069996),FNHC,EXHIBIT 10.7,10-Q,EX-10.7,https://www.sec.gov/Archives/edgar/data/1069996/000114036111053104/ex10_7.htm,2011-11-14,2011-1069996-0001140361-11-053104-ex10_7.htm
0001193125-11-221350,1400810,"Homeowners Choice, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,"REINSTATEMENT PREMIUM PROTECTION AGREEMENT EFFECTIVE JUNE 1, 2011 BY HOMEOWNERS",10-Q,EX-10.14,https://www.sec.gov/Archives/edgar/data/1400810/000119312511221350/dex1014.htm,2011-08-12,2011-1400810-0001193125-11-221350-dex1014.htm
0001140361-11-053104,1069996,21ST CENTURY HOLDING CO (CIK 0001069996),FNHC,EXHIBIT 10.6,10-Q,EX-10.6,https://www.sec.gov/Archives/edgar/data/1069996/000114036111053104/ex10_6.htm,2011-11-14,2011-1069996-0001140361-11-053104-ex10_6.htm
0001401521-11-000020,1401521,UNITED INSURANCE HOLDINGS CORP. (ACIC) (CIK 0001401521),ACIC,REINSURANCE PREMIUM PROTECTION REINSURANCE AGREEMENT,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/1401521/000140152111000020/exh10430jun11.htm,2011-08-15,2011-1401521-0001401521-11-000020-exh10430jun11.htm
0001401521-11-000020,1401521,UNITED INSURANCE HOLDINGS CORP. (ACIC) (CIK 0001401521),ACIC,CATASTROPHE EXCESS OF LOSS REINSURANCE AGREEMENT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1401521/000140152111000020/exh10130jun11.htm,2011-08-15,2011-1401521-0001401521-11-000020-exh10130jun11.htm
0001193125-11-221520,8497,ASSURANCEAMERICA CORP (CIK 0000008497),,QUOTA SHARE REINSURANCE AGREEMENT,10-Q,EX-10.29,https://www.sec.gov/Archives/edgar/data/8497/000119312511221520/dex1029.htm,2011-08-12,2011-8497-0001193125-11-221520-dex1029.htm
0000950123-11-029722,1453820,PENN MILLERS HOLDING CORP (CIK 0001453820),,EX-10.9,10-K,EX-10.9,https://www.sec.gov/Archives/edgar/data/1453820/000095012311029722/w82113exv10w9.htm,2011-03-28,2011-1453820-0000950123-11-029722-w82113exv10w9.htm
0001401521-11-000020,1401521,UNITED INSURANCE HOLDINGS CORP. (ACIC) (CIK 0001401521),ACIC,PER RISK EXCESS OF LOSS REINSURANCE AGREEMENT,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1401521/000140152111000020/exh10330jun11.htm,2011-08-15,2011-1401521-0001401521-11-000020-exh10330jun11.htm
0000950123-11-025153,800457,"DONEGAL GROUP INC (DGICA, DGICB) (CIK 0000800457)",DGICA,EX-10.PP,10-K,EX-10.PP,https://www.sec.gov/Archives/edgar/data/800457/000095012311025153/w81976exv10wpp.htm,2011-03-14,2011-800457-0000950123-11-025153-w81976exv10wpp.htm
0000950123-11-029722,1453820,PENN MILLERS HOLDING CORP (CIK 0001453820),,EX-10.10,10-K,EX-10.10,https://www.sec.gov/Archives/edgar/data/1453820/000095012311029722/w82113exv10w10.htm,2011-03-28,2011-1453820-0000950123-11-029722-w82113exv10w10.htm
0001193125-11-221350,1400810,"Homeowners Choice, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,"AGGREGATE EXCESS CATASTROPHE REINSURANCE AGREEMENT DATED JUNE 1, 2011 BY HOMEOWN",10-Q,EX-10.16,https://www.sec.gov/Archives/edgar/data/1400810/000119312511221350/dex1016.htm,2011-08-12,2011-1400810-0001193125-11-221350-dex1016.htm
0001193125-11-081483,8497,ASSURANCEAMERICA CORP (CIK 0000008497),,QUOTA SHARE REINSURANCE AGREEMENT,10-K,EX-10.23,https://www.sec.gov/Archives/edgar/data/8497/000119312511081483/dex1023.htm,2011-03-29,2011-8497-0001193125-11-081483-dex1023.htm
0001193125-11-221350,1400810,"Homeowners Choice, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,"EXCESS CATASTROPHE REINSURANCE CONTRACT EFFECTIVE JUNE 1, 2011 BY HOMEOWNERS CHO",10-Q,EX-10.13,https://www.sec.gov/Archives/edgar/data/1400810/000119312511221350/dex1013.htm,2011-08-12,2011-1400810-0001193125-11-221350-dex1013.htm
0001193125-11-057764,1018979,AMERISAFE INC (AMSF) (CIK 0001018979),AMSF,CASUALTY CATASTROPHE EXCESS OF LOSS REINSURANCE CONTRACT,10-K,EX-10.30,https://www.sec.gov/Archives/edgar/data/1018979/000119312511057764/dex1030.htm,2011-03-07,2011-1018979-0001193125-11-057764-dex1030.htm
0000832480-11-000002,832480,UTG INC (UTGN) (CIK 0000832480),UTGN,LIFE RE AGREEMENT,10-K/A,EX-10.13,https://www.sec.gov/Archives/edgar/data/832480/000083248011000002/lifereagreement.htm,2011-01-27,2011-832480-0000832480-11-000002-lifereagreement.htm
0000832480-11-000007,832480,UTG INC (UTGN) (CIK 0000832480),UTGN,REINSURANCE AGREEMENT,10-K,EX-10.12,https://www.sec.gov/Archives/edgar/data/832480/000083248011000007/exhibi1012.htm,2011-03-30,2011-832480-0000832480-11-000007-exhibi1012.htm
0001039828-11-000007,1039828,"AMERICAN EQUITY INVESTMENT LIFE HOLDING CO (ANG-PA, ANG-PB) (CIK 0001039828)",ANG.PB,EXHIBIT 10.34,10-K,EX-10.34,https://www.sec.gov/Archives/edgar/data/1039828/000103982811000007/exhibit1034123110.htm,2011-03-10,2011-1039828-0001039828-11-000007-exhibit1034123110.htm
0000950123-11-029722,1453820,PENN MILLERS HOLDING CORP (CIK 0001453820),,EX-10.8,10-K,EX-10.8,https://www.sec.gov/Archives/edgar/data/1453820/000095012311029722/w82113exv10w8.htm,2011-03-28,2011-1453820-0000950123-11-029722-w82113exv10w8.htm
0001401521-11-000020,1401521,UNITED INSURANCE HOLDINGS CORP. (ACIC) (CIK 0001401521),ACIC,CATASTROPHE EXCESS OF LOSS REINSURANCE AGREEMENT WITH UPC RE,10-Q,EX-10.5,https://www.sec.gov/Archives/edgar/data/1401521/000140152111000020/exh10530jun11.htm,2011-08-15,2011-1401521-0001401521-11-000020-exh10530jun11.htm
0000950123-11-022319,1363829,"Enstar Group LTD (ESGR, ESGRO, ESGRP) (CIK 0001363829)",ESGR,EX-10.24,10-K,EX-10.24,https://www.sec.gov/Archives/edgar/data/1363829/000095012311022319/w81504exv10w24.htm,2011-03-07,2011-1363829-0000950123-11-022319-w81504exv10w24.htm
0000950123-11-029722,1453820,PENN MILLERS HOLDING CORP (CIK 0001453820),,EX-10.11,10-K,EX-10.11,https://www.sec.gov/Archives/edgar/data/1453820/000095012311029722/w82113exv10w11.htm,2011-03-28,2011-1453820-0000950123-11-029722-w82113exv10w11.htm
0000832480-11-000007,832480,UTG INC (UTGN) (CIK 0000832480),UTGN,REINSURANCE AGREEMENT,10-K,EX-10.11,https://www.sec.gov/Archives/edgar/data/832480/000083248011000007/exhibit1011.htm,2011-03-30,2011-832480-0000832480-11-000007-exhibit1011.htm
0000832480-11-000002,832480,UTG INC (UTGN) (CIK 0000832480),UTGN,BMA AGREEMENT,10-K/A,EX-10.12,https://www.sec.gov/Archives/edgar/data/832480/000083248011000002/bmaagreement.htm,2011-01-27,2011-832480-0000832480-11-000002-bmaagreement.htm
0001193125-11-216393,1141719,ALTERRA CAPITAL HOLDINGS Ltd (CIK 0001141719),,UNDERWRITING SERVICES AGREEMENT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1141719/000119312511216393/dex101.htm,2011-08-09,2011-1141719-0001193125-11-216393-dex101.htm
0000950123-11-015792,1044566,CNA SURETY CORP (CIK 0001044566),,EX-10.54,10-K,EX-10.54,https://www.sec.gov/Archives/edgar/data/1044566/000095012311015792/c62181exv10w54.htm,2011-02-18,2011-1044566-0000950123-11-015792-c62181exv10w54.htm
0000950123-11-015792,1044566,CNA SURETY CORP (CIK 0001044566),,EX-10.53,10-K,EX-10.53,https://www.sec.gov/Archives/edgar/data/1044566/000095012311015792/c62181exv10w53.htm,2011-02-18,2011-1044566-0000950123-11-015792-c62181exv10w53.htm
0001193125-11-057764,1018979,AMERISAFE INC (AMSF) (CIK 0001018979),AMSF,CASUALTY CATASTROPHE EXCESS OF LOSS REINSURANCE CONTRACT EFFECTIVE 01/01/2010,10-K,EX-10.28,https://www.sec.gov/Archives/edgar/data/1018979/000119312511057764/dex1028.htm,2011-03-07,2011-1018979-0001193125-11-057764-dex1028.htm
0001193125-11-304287,850141,HORACE MANN EDUCATORS CORP /DE/ (HMN) (CIK 0000850141),HMN,EXHIBIT 10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/850141/000119312511304287/d243290dex101.htm,2011-11-09,2011-850141-0001193125-11-304287-d243290dex101.htm
0001193125-11-216229,944695,"HANOVER INSURANCE GROUP, INC. (THG) (CIK 0000944695)",THG,LETTER OF CREDIT FACILITY,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/944695/000119312511216229/dex104.htm,2011-08-09,2011-944695-0001193125-11-216229-dex104.htm
0001038838-11-000010,1093430,CASPIAN SERVICES INC (CIK 0001093430),,,10-K,EX-10.39,https://www.sec.gov/Archives/edgar/data/1093430/000103883811000010/ex1039k093010.htm,2011-01-13,2011-1093430-0001038838-11-000010-ex1039k093010.htm
0001047469-11-004647,5272,AMERICAN INTERNATIONAL GROUP INC (AIG) (CIK 0000005272),AIG,EX-10.6,10-Q,EX-10.6,https://www.sec.gov/Archives/edgar/data/5272/000104746911004647/a2203832zex-10_6.htm,2011-05-05,2011-5272-0001047469-11-004647-a2203832zex-10_6.htm
0001193125-11-057764,1018979,AMERISAFE INC (AMSF) (CIK 0001018979),AMSF,FIRST CASUALTY EXCESS OF LOSS REINSURANCE CONTRACT EFFECTIVE 01/01/2011,10-K,EX-10.29,https://www.sec.gov/Archives/edgar/data/1018979/000119312511057764/dex1029.htm,2011-03-07,2011-1018979-0001193125-11-057764-dex1029.htm
0001104659-11-062109,1172052,SAFETY INSURANCE GROUP INC (SAFT) (CIK 0001172052),SAFT,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1172052/000110465911062109/a11-25737_1ex10d1.htm,2011-11-08,2011-1172052-0001104659-11-062109-a11-25737_1ex10d1.htm
0000950123-11-073689,1363829,"Enstar Group LTD (ESGR, ESGRO, ESGRP) (CIK 0001363829)",ESGR,EX-10.9,10-Q,EX-10.9,https://www.sec.gov/Archives/edgar/data/1363829/000095012311073689/w83064exv10w9.htm,2011-08-05,2011-1363829-0000950123-11-073689-w83064exv10w9.htm
0001193125-11-085047,1282543,AFFIRMATIVE INSURANCE HOLDINGS INC (CIK 0001282543),,CASUALTY EXCESS OF LOSS REINSURANCE CONTRACT,10-K,EX-10.16,https://www.sec.gov/Archives/edgar/data/1282543/000119312511085047/dex1016.htm,2011-03-31,2011-1282543-0001193125-11-085047-dex1016.htm
0001193125-11-221350,1400810,"Homeowners Choice, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,"AGGREGATE EXCESS CATASTROPHE REINSURANCE AGREEMENT DATED JUNE 1, 2011 BY HOMEOWN",10-Q,EX-10.15,https://www.sec.gov/Archives/edgar/data/1400810/000119312511221350/dex1015.htm,2011-08-12,2011-1400810-0001193125-11-221350-dex1015.htm
0001104659-11-062109,1172052,SAFETY INSURANCE GROUP INC (SAFT) (CIK 0001172052),SAFT,EX-10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1172052/000110465911062109/a11-25737_1ex10d2.htm,2011-11-08,2011-1172052-0001104659-11-062109-a11-25737_1ex10d2.htm
0001401521-11-000020,1401521,UNITED INSURANCE HOLDINGS CORP. (ACIC) (CIK 0001401521),ACIC,REINSURANCE PREMIUM PROTECTION REINSURANCE AGREEMENT WITH UPC RE,10-Q,EX-10.6,https://www.sec.gov/Archives/edgar/data/1401521/000140152111000020/exh10630jun11.htm,2011-08-15,2011-1401521-0001401521-11-000020-exh10630jun11.htm
0001144204-11-014945,1365555,"Amtrust Financial Services, Inc. (CIK 0001365555)",,,10-K,EX-10.33,https://www.sec.gov/Archives/edgar/data/1365555/000114420411014945/v213916_ex10-33.htm,2011-03-15,2011-1365555-0001144204-11-014945-v213916_ex10-33.htm
0000832480-11-000007,832480,UTG INC (UTGN) (CIK 0000832480),UTGN,REINSURANCE AGREEMENT,10-K,EX-10.13,https://www.sec.gov/Archives/edgar/data/832480/000083248011000007/exhibit1013.htm,2011-03-30,2011-832480-0000832480-11-000007-exhibit1013.htm
0000832480-11-000002,832480,UTG INC (UTGN) (CIK 0000832480),UTGN,PARK AVENUE AGREEMENT,10-K/A,EX-10.14,https://www.sec.gov/Archives/edgar/data/832480/000083248011000002/parkaveagrmt.htm,2011-01-27,2011-832480-0000832480-11-000002-parkaveagrmt.htm
0001144204-11-014466,1412100,"Maiden Holdings, Ltd. (MHLA, MHLD, MHNC) (CIK 0001412100)",MHLD,,10-K,EX-10.22,https://www.sec.gov/Archives/edgar/data/1412100/000114420411014466/v214182_ex10-22.htm,2011-03-14,2011-1412100-0001144204-11-014466-v214182_ex10-22.htm
0001039828-11-000007,1039828,"AMERICAN EQUITY INVESTMENT LIFE HOLDING CO (ANG-PA, ANG-PB) (CIK 0001039828)",ANG.PB,EXHIBIT 10.35,10-K,EX-10.35,https://www.sec.gov/Archives/edgar/data/1039828/000103982811000007/exhibit1035123110.htm,2011-03-10,2011-1039828-0001039828-11-000007-exhibit1035123110.htm
0001144204-11-042584,230557,"SELECTIVE INSURANCE GROUP INC (SIGI, SIGIP) (CIK 0000230557)",SIGI,,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/230557/000114420411042584/v229723_ex10-1.htm,2011-07-28,2011-230557-0001144204-11-042584-v229723_ex10-1.htm
0001193125-11-049296,911421,PARTNERRE LTD (PREJF) (CIK 0000911421),PREJF,AMENDED & RESTATED EXECUTIVE RESTRICTED SHARE UNIT AWARD AGREEMENT,10-K,EX-10.10.1,https://www.sec.gov/Archives/edgar/data/911421/000119312511049296/dex10101.htm,2011-02-28,2011-911421-0001193125-11-049296-dex10101.htm
0001140361-11-015608,356130,EMC INSURANCE GROUP INC (CIK 0000356130),,EXHIBIT 10.1.1,10-K,EX-10.1.1,https://www.sec.gov/Archives/edgar/data/356130/000114036111015608/ex10_11.htm,2011-03-10,2011-356130-0001140361-11-015608-ex10_11.htm
0000950123-11-094972,1045829,VANGUARD HEALTH SYSTEMS INC (CIK 0001045829),,EXHIBIT 10.06,10-Q,EX-10.06,https://www.sec.gov/Archives/edgar/data/1045829/000095012311094972/c23961exv10w06.htm,2011-11-04,2011-1045829-0000950123-11-094972-c23961exv10w06.htm
0001047469-11-000806,1172222,HAWAIIAN HOLDINGS INC (HA) (CIK 0001172222),HA,EX-10.30,10-K,EX-10.30,https://www.sec.gov/Archives/edgar/data/1172222/000104746911000806/a2201534zex-10_30.htm,2011-02-11,2011-1172222-0001047469-11-000806-a2201534zex-10_30.htm
0001193125-11-049296,911421,PARTNERRE LTD (PREJF) (CIK 0000911421),PREJF,AMENDED & RESTATED EXECUTIVE SHARE-SETTLED SHARE APPRECIATION RIGHT AGREEMENT,10-K,EX-10.10.2,https://www.sec.gov/Archives/edgar/data/911421/000119312511049296/dex10102.htm,2011-02-28,2011-911421-0001193125-11-049296-dex10102.htm
0001193125-11-221350,1400810,"Homeowners Choice, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,"REIMBURSEMENT CONTRACT EFFECTIVE JUNE 1, 2011 BETWEEN HOMEOWNERS CHOICE PROPERTY",10-Q,EX-10.19,https://www.sec.gov/Archives/edgar/data/1400810/000119312511221350/dex1019.htm,2011-08-12,2011-1400810-0001193125-11-221350-dex1019.htm
0001347815-11-000008,1347815,"Flagstone Reinsurance Holdings, S.A. (CIK 0001347815)",,EMP AGMT PATRICK BOISVERT,10-K,EX-10.17,https://www.sec.gov/Archives/edgar/data/1347815/000134781511000008/ex1017.htm,2011-03-02,2011-1347815-0001347815-11-000008-ex1017.htm
0000950123-11-019018,1140536,WILLIS GROUP HOLDINGS PLC (WTW) (CIK 0001140536),WTW,EX-10.38,10-K,EX-10.38,https://www.sec.gov/Archives/edgar/data/1140536/000095012311019018/u10354exv10w38.htm,2011-02-28,2011-1140536-0000950123-11-019018-u10354exv10w38.htm
0001047469-11-001541,355429,PROTECTIVE LIFE CORP (CIK 0000355429),,EX-10.(U),10-K,EX-10.(U),https://www.sec.gov/Archives/edgar/data/355429/000104746911001541/a2202064zex-10_u.htm,2011-02-28,2011-355429-0001047469-11-001541-a2202064zex-10_u.htm
0001104659-11-017649,310826,PROTECTIVE LIFE INSURANCE CO (CIK 0000310826),,EX-10.(J),10-K,EX-10.(J),https://www.sec.gov/Archives/edgar/data/310826/000110465911017649/a11-2296_1ex10dj.htm,2011-03-30,2011-310826-0001104659-11-017649-a11-2296_1ex10dj.htm
0000950123-11-010478,1045829,VANGUARD HEALTH SYSTEMS INC (CIK 0001045829),,EXHIBIT 10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1045829/000095012311010478/c12010exv10w2.htm,2011-02-09,2011-1045829-0000950123-11-010478-c12010exv10w2.htm
0000950123-11-010478,1045829,VANGUARD HEALTH SYSTEMS INC (CIK 0001045829),,EXHIBIT 10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1045829/000095012311010478/c12010exv10w3.htm,2011-02-09,2011-1045829-0000950123-11-010478-c12010exv10w3.htm
0001144204-11-001197,97196,AMERICAN INDEPENDENCE CORP (CIK 0000097196),,,10-K/A,EX-10.7,https://www.sec.gov/Archives/edgar/data/97196/000114420411001197/v207544_ex10-7.htm,2011-01-07,2011-97196-0001144204-11-001197-v207544_ex10-7.htm
0001347815-11-000008,1347815,"Flagstone Reinsurance Holdings, S.A. (CIK 0001347815)",,EMP AGMT GUY SWAYNE,10-K,EX-10.16,https://www.sec.gov/Archives/edgar/data/1347815/000134781511000008/ex1016.htm,2011-03-02,2011-1347815-0001347815-11-000008-ex1016.htm
0001347815-11-000008,1347815,"Flagstone Reinsurance Holdings, S.A. (CIK 0001347815)",,EMP AGMT GARY PRESTIA,10-K,EX-10.15,https://www.sec.gov/Archives/edgar/data/1347815/000134781511000008/ex1015.htm,2011-03-02,2011-1347815-0001347815-11-000008-ex1015.htm
0001347815-11-000008,1347815,"Flagstone Reinsurance Holdings, S.A. (CIK 0001347815)",,EMP AGMT DAVID FLITMAN,10-K,EX-10.18,https://www.sec.gov/Archives/edgar/data/1347815/000134781511000008/ex1018.htm,2011-03-02,2011-1347815-0001347815-11-000008-ex1018.htm
0001385613-11-000006,1385613,"GREENLIGHT CAPITAL RE, LTD. (GLRE) (CIK 0001385613)",GLRE,JPM,10-K,EX-10.38,https://www.sec.gov/Archives/edgar/data/1385613/000138561311000006/ex10_38.htm,2011-02-22,2011-1385613-0001385613-11-000006-ex10_38.htm
0000950123-11-018886,1339553,"HealthSpring, Inc. (CIK 0001339553)",,EXHIBIT 10.19,10-K,EX-10.19,https://www.sec.gov/Archives/edgar/data/1339553/000095012311018886/c11743exv10w19.htm,2011-02-25,2011-1339553-0000950123-11-018886-c11743exv10w19.htm
0001279363-11-000064,1279363,"WELLCARE HEALTH PLANS, INC. (CIK 0001279363)",,SETTLEMENT AGREEMENT - CONNECTICUT,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1279363/000127936311000064/statesettlement-ct.htm,2011-08-03,2011-1279363-0001279363-11-000064-statesettlement-ct.htm
0000950123-11-018077,1099219,"METLIFE INC (MET, MET-PA, MET-PE, MET-PF) (CIK 0001099219)",MET,EX-10.102,10-K,EX-10.102,https://www.sec.gov/Archives/edgar/data/1099219/000095012311018077/y87657exv10w102.txt,2011-02-25,2011-1099219-0000950123-11-018077-y87657exv10w102.txt
0001193125-11-014919,1393612,Discover Financial Services (DFS) (CIK 0001393612),DFS,AMENDMENT TO THE PURCHASE PRICE ADJUSTMENT AGREEMENT,10-K,EX-10.33,https://www.sec.gov/Archives/edgar/data/1393612/000119312511014919/dex1033.htm,2011-01-26,2011-1393612-0001193125-11-014919-dex1033.htm
0001279363-11-000064,1279363,"WELLCARE HEALTH PLANS, INC. (CIK 0001279363)",,SETTLEMENT AGREEMENT - ILLINOIS,10-Q,EX-10.7,https://www.sec.gov/Archives/edgar/data/1279363/000127936311000064/statesettlement-il.htm,2011-08-03,2011-1279363-0001279363-11-000064-statesettlement-il.htm
0001279363-11-000064,1279363,"WELLCARE HEALTH PLANS, INC. (CIK 0001279363)",,SETTLEMENT AGREEMENT - OHIO,10-Q,EX-10.11,https://www.sec.gov/Archives/edgar/data/1279363/000127936311000064/statesettlement-oh.htm,2011-08-03,2011-1279363-0001279363-11-000064-statesettlement-oh.htm
0001279363-11-000064,1279363,"WELLCARE HEALTH PLANS, INC. (CIK 0001279363)",,SETTLEMENT AGREEMENT - FLORIDA,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/1279363/000127936311000064/statesettlement-fl.htm,2011-08-03,2011-1279363-0001279363-11-000064-statesettlement-fl.htm
0001279363-11-000064,1279363,"WELLCARE HEALTH PLANS, INC. (CIK 0001279363)",,SETTLEMENT AGREEMENT - INDIANA,10-Q,EX-10.8,https://www.sec.gov/Archives/edgar/data/1279363/000127936311000064/statesettlement-in.htm,2011-08-03,2011-1279363-0001279363-11-000064-statesettlement-in.htm
0001279363-11-000064,1279363,"WELLCARE HEALTH PLANS, INC. (CIK 0001279363)",,SETTLEMENT AGREEMENT - NEW YORK,10-Q,EX-10.10,https://www.sec.gov/Archives/edgar/data/1279363/000127936311000064/statesettlement-ny.htm,2011-08-03,2011-1279363-0001279363-11-000064-statesettlement-ny.htm
0001279363-11-000064,1279363,"WELLCARE HEALTH PLANS, INC. (CIK 0001279363)",,SETTLEMENT AGREEMENT - MISSOURI,10-Q,EX-10.9,https://www.sec.gov/Archives/edgar/data/1279363/000127936311000064/statesettlement-mo.htm,2011-08-03,2011-1279363-0001279363-11-000064-statesettlement-mo.htm
0001279363-11-000064,1279363,"WELLCARE HEALTH PLANS, INC. (CIK 0001279363)",,SETTLEMENT AGREEMENT - GEORGIA,10-Q,EX-10.5,https://www.sec.gov/Archives/edgar/data/1279363/000127936311000064/statesettlement-ga.htm,2011-08-03,2011-1279363-0001279363-11-000064-statesettlement-ga.htm
0001279363-11-000064,1279363,"WELLCARE HEALTH PLANS, INC. (CIK 0001279363)",,SETTLEMENT AGREEMENT - HAWAII,10-Q,EX-10.6,https://www.sec.gov/Archives/edgar/data/1279363/000127936311000064/statesettlement-hi.htm,2011-08-03,2011-1279363-0001279363-11-000064-statesettlement-hi.htm
0000950123-11-025854,1403385,Symetra Financial CORP (CIK 0001403385),,EX-10.6,10-K,EX-10.6,https://www.sec.gov/Archives/edgar/data/1403385/000095012311025854/v58499exv10w6.htm,2011-03-16,2011-1403385-0000950123-11-025854-v58499exv10w6.htm
0001038838-11-000010,1093430,CASPIAN SERVICES INC (CIK 0001093430),,,10-K,EX-10.48,https://www.sec.gov/Archives/edgar/data/1093430/000103883811000010/ex1048k093010.htm,2011-01-13,2011-1093430-0001038838-11-000010-ex1048k093010.htm
0001279363-11-000064,1279363,"WELLCARE HEALTH PLANS, INC. (CIK 0001279363)",,SETTLEMENT AGREEMENT,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1279363/000127936311000064/settlement.htm,2011-08-03,2011-1279363-0001279363-11-000064-settlement.htm
0000950123-11-025854,1403385,Symetra Financial CORP (CIK 0001403385),,EX-10.8,10-K,EX-10.8,https://www.sec.gov/Archives/edgar/data/1403385/000095012311025854/v58499exv10w8.htm,2011-03-16,2011-1403385-0000950123-11-025854-v58499exv10w8.htm
0001193125-11-151042,832988,SIGNET JEWELERS LTD (SIG) (CIK 0000832988),SIG,"CREDIT AGREEMENT DATED AS OF MAY 24, 2011",10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/832988/000119312511151042/dex101.htm,2011-05-26,2011-832988-0001193125-11-151042-dex101.htm
0001038838-11-000010,1093430,CASPIAN SERVICES INC (CIK 0001093430),,,10-K,EX-10.47,https://www.sec.gov/Archives/edgar/data/1093430/000103883811000010/ex1047k093010.htm,2011-01-13,2011-1093430-0001038838-11-000010-ex1047k093010.htm
0001165195-11-000025,869187,BALTIA AIR LINES INC (CIK 0000869187),,CONTRACT FROM AVIATION INSURANCE (REDACTED),10-K/A,EX-10,https://www.sec.gov/Archives/edgar/data/869187/000116519511000025/10-13.2_JLT_Insur2010_RD.htm,2011-12-21,2011-869187-0001165195-11-000025-10-13.2_JLT_Insur2010_RD.htm
