accessionNo,cik,companyNameLong,ticker,description,formType,type,filingUrl,filedAt,downloadFilename,classifyingModel,reinsurance,contractType,obligatoryType,proportional,classOfBusiness
0001346922-14-000013,1346922,Homeowners of America Holding Corp (CIK 0001346922),,EXHIBIT 10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1346922/000134692214000013/ex_10-2.htm,2014-08-14,2014-1346922-0001346922-14-000013-ex_10-2.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0001193125-14-298331,1598665,"Heritage Insurance Holdings, Inc. (HRTG) (CIK 0001598665)",HRTG,CONTRACT,10-Q,EX-10.16,https://www.sec.gov/Archives/edgar/data/1598665/000119312514298331/d743593dex1016.htm,2014-08-06,2014-1598665-0001193125-14-298331-d743593dex1016.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Property
0001193125-14-298331,1598665,"Heritage Insurance Holdings, Inc. (HRTG) (CIK 0001598665)",HRTG,CONTRACT,10-Q,EX-10.15,https://www.sec.gov/Archives/edgar/data/1598665/000119312514298331/d743593dex1015.htm,2014-08-06,2014-1598665-0001193125-14-298331-d743593dex1015.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0001193125-14-298331,1598665,"Heritage Insurance Holdings, Inc. (HRTG) (CIK 0001598665)",HRTG,CONTRACT,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/1598665/000119312514298331/d743593dex104.htm,2014-08-06,2014-1598665-0001193125-14-298331-d743593dex104.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0001193125-14-298331,1598665,"Heritage Insurance Holdings, Inc. (HRTG) (CIK 0001598665)",HRTG,CONTRACT,10-Q,EX-10.12,https://www.sec.gov/Archives/edgar/data/1598665/000119312514298331/d743593dex1012.htm,2014-08-06,2014-1598665-0001193125-14-298331-d743593dex1012.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Property
0001193125-14-298331,1598665,"Heritage Insurance Holdings, Inc. (HRTG) (CIK 0001598665)",HRTG,CONTRACT,10-Q,EX-10.11,https://www.sec.gov/Archives/edgar/data/1598665/000119312514298331/d743593dex1011.htm,2014-08-06,2014-1598665-0001193125-14-298331-d743593dex1011.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Property
0001193125-14-298331,1598665,"Heritage Insurance Holdings, Inc. (HRTG) (CIK 0001598665)",HRTG,CONTRACT,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1598665/000119312514298331/d743593dex102.htm,2014-08-06,2014-1598665-0001193125-14-298331-d743593dex102.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Property
0001140361-14-040824,1069996,FEDERATED NATIONAL HOLDING CO (CIK 0001069996),FNHC,EXHIBIT 10.4,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/1069996/000114036114040824/ex10_4.htm,2014-11-10,2014-1069996-0001140361-14-040824-ex10_4.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Property
0001346922-14-000013,1346922,Homeowners of America Holding Corp (CIK 0001346922),,EXHIBIT 10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1346922/000134692214000013/ex_10-3.htm,2014-08-14,2014-1346922-0001346922-14-000013-ex_10-3.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Property
0001140361-14-040824,1069996,FEDERATED NATIONAL HOLDING CO (CIK 0001069996),FNHC,EXHIBIT 10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1069996/000114036114040824/ex10_3.htm,2014-11-10,2014-1069996-0001140361-14-040824-ex10_3.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0001193125-14-298201,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,REINSTATEMENT PREMIUM PROTECTION REINSURANCE CONTRACT,10-Q,EX-10.14,https://www.sec.gov/Archives/edgar/data/1400810/000119312514298201/d725400dex1014.htm,2014-08-06,2014-1400810-0001193125-14-298201-d725400dex1014.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0001140361-14-040824,1069996,FEDERATED NATIONAL HOLDING CO (CIK 0001069996),FNHC,EXHIBIT 10.5,10-Q,EX-10.5,https://www.sec.gov/Archives/edgar/data/1069996/000114036114040824/ex10_5.htm,2014-11-10,2014-1069996-0001140361-14-040824-ex10_5.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0001193125-14-298331,1598665,"Heritage Insurance Holdings, Inc. (HRTG) (CIK 0001598665)",HRTG,CONTRACT,10-Q,EX-10.13,https://www.sec.gov/Archives/edgar/data/1598665/000119312514298331/d743593dex1013.htm,2014-08-06,2014-1598665-0001193125-14-298331-d743593dex1013.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Property
0001140361-14-040824,1069996,FEDERATED NATIONAL HOLDING CO (CIK 0001069996),FNHC,EXHIBIT 10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1069996/000114036114040824/ex10_1.htm,2014-11-10,2014-1069996-0001140361-14-040824-ex10_1.htm,gemini-2.0-flash,,,,,
0001346922-14-000013,1346922,Homeowners of America Holding Corp (CIK 0001346922),,EXHIBIT 10.7,10-Q,EX-10.7,https://www.sec.gov/Archives/edgar/data/1346922/000134692214000013/ex_10-7.htm,2014-08-14,2014-1346922-0001346922-14-000013-ex_10-7.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0001193125-14-298201,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,MULTI-YEAR REINSTATEMENT PREMIUM PROTECTION REINSURANCE CONTRACT,10-Q,EX-10.16,https://www.sec.gov/Archives/edgar/data/1400810/000119312514298201/d725400dex1016.htm,2014-08-06,2014-1400810-0001193125-14-298201-d725400dex1016.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0001140361-14-040824,1069996,FEDERATED NATIONAL HOLDING CO (CIK 0001069996),FNHC,EXHIBIT 10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1069996/000114036114040824/ex10_2.htm,2014-11-10,2014-1069996-0001140361-14-040824-ex10_2.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0001193125-14-310191,1282543,AFFIRMATIVE INSURANCE HOLDINGS INC (CIK 0001282543),,EX-10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1282543/000119312514310191/d739060dex103.htm,2014-08-14,2014-1282543-0001193125-14-310191-d739060dex103.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0001193125-14-123886,1282543,AFFIRMATIVE INSURANCE HOLDINGS INC (CIK 0001282543),,EX-10.28,10-K,EX-10.28,https://www.sec.gov/Archives/edgar/data/1282543/000119312514123886/d643737dex1028.htm,2014-03-31,2014-1282543-0001193125-14-123886-d643737dex1028.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0001193125-14-298201,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,CATASTROPHE EXCESS OF LOSS REINSURANCE CONTRACT,10-Q,EX-10.10,https://www.sec.gov/Archives/edgar/data/1400810/000119312514298201/d725400dex1010.htm,2014-08-06,2014-1400810-0001193125-14-298201-d725400dex1010.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0001193125-14-298201,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,CATASTROPHE EXCESS OF LOSS REINSURANCE CONTRACT,10-Q,EX-10.11,https://www.sec.gov/Archives/edgar/data/1400810/000119312514298201/d725400dex1011.htm,2014-08-06,2014-1400810-0001193125-14-298201-d725400dex1011.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0001193125-14-298201,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,MULTI YEAR CATASTROPHE EXCESS OF LOSS REINSURANCE CONTRACT,10-Q,EX-10.12,https://www.sec.gov/Archives/edgar/data/1400810/000119312514298201/d725400dex1012.htm,2014-08-06,2014-1400810-0001193125-14-298201-d725400dex1012.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0001193125-14-298201,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,MULTI YEAR CATASTROPHE EXCESS OF LOSS REINSURANCE CONTRACT,10-Q,EX-10.13,https://www.sec.gov/Archives/edgar/data/1400810/000119312514298201/d725400dex1013.htm,2014-08-06,2014-1400810-0001193125-14-298201-d725400dex1013.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0001042046-14-000014,1042046,"AMERICAN FINANCIAL GROUP INC (AFG, AFGB, AFGC, AFGD, AFGE) (CIK 0001042046)",AFG,EXHIBIT 10.H,10-K,EX-10.H,https://www.sec.gov/Archives/edgar/data/1042046/000104204614000014/afg-20131231xex10h.htm,2014-02-28,2014-1042046-0001042046-14-000014-afg-20131231xex10h.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0001193125-14-298331,1598665,"Heritage Insurance Holdings, Inc. (HRTG) (CIK 0001598665)",HRTG,CONTRACT,10-Q,EX-10.19,https://www.sec.gov/Archives/edgar/data/1598665/000119312514298331/d743593dex1019.htm,2014-08-06,2014-1598665-0001193125-14-298331-d743593dex1019.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Property
0001193125-14-180163,1018979,AMERISAFE INC (AMSF) (CIK 0001018979),AMSF,EX-10.32,10-Q,EX-10.32,https://www.sec.gov/Archives/edgar/data/1018979/000119312514180163/d685779dex1032.htm,2014-05-02,2014-1018979-0001193125-14-180163-d685779dex1032.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0000701869-14-000021,701869,INDEPENDENCE HOLDING CO (CIK 0000701869),,EXHBIT 10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/701869/000070186914000021/ihc1q2014_ex10z2.htm,2014-05-09,2014-701869-0000701869-14-000021-ihc1q2014_ex10z2.htm,gemini-2.0-flash,Yes,Life,Treaty,Proportional,Specialty
0000701869-14-000021,701869,INDEPENDENCE HOLDING CO (CIK 0000701869),,EXHIBIT 10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/701869/000070186914000021/ihc1q2014_ex10z2.pdf,2014-05-09,2014-701869-0000701869-14-000021-ihc1q2014_ex10z2.pdf,gemini-2.0-flash,,,,,
0000097196-14-000011,97196,AMERICAN INDEPENDENCE CORP (CIK 0000097196),,EXHIBIT 10,10-Q,EX-10,https://www.sec.gov/Archives/edgar/data/97196/000009719614000011/exh102.pdf,2014-05-09,2014-97196-0000097196-14-000011-exh102.pdf,gemini-2.0-flash,,,,,
0000097196-14-000011,97196,AMERICAN INDEPENDENCE CORP (CIK 0000097196),,EXHIBIT 10,10-Q,EX-10,https://www.sec.gov/Archives/edgar/data/97196/000009719614000011/exh102.htm,2014-05-09,2014-97196-0000097196-14-000011-exh102.htm,gemini-2.0-flash,Yes,Life,Treaty,Proportional,Specialty
0000875159-14-000065,875159,XL GROUP PLC (CIK 0000875159),,EXHIBIT 10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/875159/000087515914000065/exhibit103retrocessionagre.htm,2014-08-07,2014-875159-0000875159-14-000065-exhibit103retrocessionagre.htm,gemini-2.0-flash,Yes,Life,Treaty,Proportional,Specialty
0000875159-14-000065,875159,XL GROUP PLC (CIK 0000875159),,EXHIBIT 10.4,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/875159/000087515914000065/exhibit104retrocessionagre.htm,2014-08-07,2014-875159-0000875159-14-000065-exhibit104retrocessionagre.htm,gemini-2.0-flash,Yes,Life,Treaty,Proportional,Specialty
0000875159-14-000065,875159,XL GROUP PLC (CIK 0000875159),,EXHIBIT 10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/875159/000087515914000065/exhibit102retrocessionagre.htm,2014-08-07,2014-875159-0000875159-14-000065-exhibit102retrocessionagre.htm,gemini-2.0-flash,Yes,Life,Treaty,Proportional,Specialty
0001193125-14-123886,1282543,AFFIRMATIVE INSURANCE HOLDINGS INC (CIK 0001282543),,EX-10.29,10-K,EX-10.29,https://www.sec.gov/Archives/edgar/data/1282543/000119312514123886/d643737dex1029.htm,2014-03-31,2014-1282543-0001193125-14-123886-d643737dex1029.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0001193125-14-310191,1282543,AFFIRMATIVE INSURANCE HOLDINGS INC (CIK 0001282543),,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1282543/000119312514310191/d739060dex101.htm,2014-08-14,2014-1282543-0001193125-14-310191-d739060dex101.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0001193125-14-123886,1282543,AFFIRMATIVE INSURANCE HOLDINGS INC (CIK 0001282543),,EX-10.27,10-K,EX-10.27,https://www.sec.gov/Archives/edgar/data/1282543/000119312514123886/d643737dex1027.htm,2014-03-31,2014-1282543-0001193125-14-123886-d643737dex1027.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0001346922-14-000013,1346922,Homeowners of America Holding Corp (CIK 0001346922),,EXHIBIT 10.5,10-Q,EX-10.5,https://www.sec.gov/Archives/edgar/data/1346922/000134692214000013/ex_10-5.htm,2014-08-14,2014-1346922-0001346922-14-000013-ex_10-5.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0001193125-14-123886,1282543,AFFIRMATIVE INSURANCE HOLDINGS INC (CIK 0001282543),,EX-10.26,10-K,EX-10.26,https://www.sec.gov/Archives/edgar/data/1282543/000119312514123886/d643737dex1026.htm,2014-03-31,2014-1282543-0001193125-14-123886-d643737dex1026.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0001365555-14-000183,1365555,"Amtrust Financial Services, Inc. (CIK 0001365555)",,EXHIBIT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1365555/000136555514000183/exhibit101q22014.htm,2014-08-11,2014-1365555-0001365555-14-000183-exhibit101q22014.htm,gemini-2.0-flash,,,,,
0001393726-14-000065,1393726,TIPTREE FINANCIAL INC. (TIPT) (CIK 0001393726),TIPT,EXHIBIT 10.1 STOCK PURCHASE AGREEMENT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1393726/000139372614000065/exhibit1013q-2014pfgstockp.htm,2014-11-12,2014-1393726-0001393726-14-000065-exhibit1013q-2014pfgstockp.htm,gemini-2.0-flash,Yes,Life,NA,NA,Life
0001193125-14-298201,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,REINSTATEMENT PREMIUM PROTECTION REINSURANCE CONTRACT,10-Q,EX-10.15,https://www.sec.gov/Archives/edgar/data/1400810/000119312514298201/d725400dex1015.htm,2014-08-06,2014-1400810-0001193125-14-298201-d725400dex1015.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0000875159-14-000065,875159,XL GROUP PLC (CIK 0000875159),,EXHIBIT 10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/875159/000087515914000065/exhibit101saleandpurchasea.htm,2014-08-07,2014-875159-0000875159-14-000065-exhibit101saleandpurchasea.htm,gemini-2.0-flash,Yes,Life,Treaty,Proportional,Specialty
0001193125-14-298201,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,REINSTATEMENT PREMIUM PROTECTION REINSURANCE CONTRACT,10-Q,EX-10.18,https://www.sec.gov/Archives/edgar/data/1400810/000119312514298201/d725400dex1018.htm,2014-08-06,2014-1400810-0001193125-14-298201-d725400dex1018.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0001193125-14-298201,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,REINSTATEMENT PREMIUM PROTECTION REINSURANCE CONTRACT,10-Q,EX-10.22,https://www.sec.gov/Archives/edgar/data/1400810/000119312514298201/d725400dex1022.htm,2014-08-06,2014-1400810-0001193125-14-298201-d725400dex1022.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0001193125-14-298201,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,REINSTATEMENT PREMIUM PROTECTION REINSURANCE CONTRACT,10-Q,EX-10.19,https://www.sec.gov/Archives/edgar/data/1400810/000119312514298201/d725400dex1019.htm,2014-08-06,2014-1400810-0001193125-14-298201-d725400dex1019.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0001437749-14-008563,1296445,"ORMAT TECHNOLOGIES, INC. (ORA) (CIK 0001296445)",ORA,EXHIBIT 10.8,10-Q,EX-10,https://www.sec.gov/Archives/edgar/data/1296445/000143774914008563/ex10-8.htm,2014-05-09,2014-1296445-0001437749-14-008563-ex10-8.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0001193125-14-287107,1276520,GENWORTH FINANCIAL INC (GNW) (CIK 0001276520),GNW,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1276520/000119312514287107/d743121dex101.htm,2014-07-30,2014-1276520-0001193125-14-287107-d743121dex101.htm,gemini-2.0-flash,,,,,
0001144204-14-047885,850141,HORACE MANN EDUCATORS CORP /DE/ (HMN) (CIK 0000850141),HMN,EXHIBIT 10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/850141/000114420414047885/v381762_ex10-1.htm,2014-08-08,2014-850141-0001144204-14-047885-v381762_ex10-1.htm,gemini-2.0-flash,No,NA,NA,NA,NA
0001193125-14-298201,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,CATASTROPHE AGGREGATE EXCESS OF LOSS REINSURANCE CONTRACT,10-Q,EX-10.9,https://www.sec.gov/Archives/edgar/data/1400810/000119312514298201/d725400dex109.htm,2014-08-06,2014-1400810-0001193125-14-298201-d725400dex109.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0001193125-14-298201,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,CATASTROPHE AGGREGATE EXCESS OF LOSS REINSURANCE CONTRACT,10-Q,EX-10.8,https://www.sec.gov/Archives/edgar/data/1400810/000119312514298201/d725400dex108.htm,2014-08-06,2014-1400810-0001193125-14-298201-d725400dex108.htm,gemini-2.0-flash,,,,,
0001193125-14-298331,1598665,"Heritage Insurance Holdings, Inc. (HRTG) (CIK 0001598665)",HRTG,CONTRACT,10-Q,EX-10.14,https://www.sec.gov/Archives/edgar/data/1598665/000119312514298331/d743593dex1014.htm,2014-08-06,2014-1598665-0001193125-14-298331-d743593dex1014.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0001104659-14-017284,1582086,Blue Capital Reinsurance Holdings Ltd. (CIK 0001582086),,EX-10.8,10-K,EX-10.8,https://www.sec.gov/Archives/edgar/data/1582086/000110465914017284/a14-7530_1ex10d8.htm,2014-03-07,2014-1582086-0001104659-14-017284-a14-7530_1ex10d8.htm,gemini-2.0-flash,Yes,Non-Life,NA,NA,Specialty
0001193125-14-298201,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EXCESS OF LOSS RETROCESSION CONTRACT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1400810/000119312514298201/d725400dex101.htm,2014-08-06,2014-1400810-0001193125-14-298201-d725400dex101.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Property
0001369817-14-000058,1369817,"OneBeacon Insurance Group, Ltd. (CIK 0001369817)",,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1369817/000136981714000058/ob06302014ex101.htm,2014-07-29,2014-1369817-0001369817-14-000058-ob06302014ex101.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0001445305-14-002928,776867,WHITE MOUNTAINS INSURANCE GROUP LTD (WTM) (CIK 0000776867),WTM,EXHIBIT 10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/776867/000144530514002928/wtm-2014630x10qex101.htm,2014-07-29,2014-776867-0001445305-14-002928-wtm-2014630x10qex101.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0001144204-14-069568,1476765,"Golub Capital BDC, Inc. (GBDC) (CIK 0001476765)",GBDC,EXHIBIT 10.25,10-K,EX-10.25,https://www.sec.gov/Archives/edgar/data/1476765/000114420414069568/v394051_ex10-25.htm,2014-11-18,2014-1476765-0001144204-14-069568-v394051_ex10-25.htm,gemini-2.0-flash,Yes,Non-Life,NA,NA,Specialty
0001193125-14-436490,1294632,IASIS Healthcare LLC (CIK 0001294632),,EX-10.9,10-K,EX-10.9,https://www.sec.gov/Archives/edgar/data/1294632/000119312514436490/d806027dex109.htm,2014-12-08,2014-1294632-0001193125-14-436490-d806027dex109.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Health
0000097196-14-000011,97196,AMERICAN INDEPENDENCE CORP (CIK 0000097196),,EXHIBIT 10,10-Q,EX-10,https://www.sec.gov/Archives/edgar/data/97196/000009719614000011/exh101.pdf,2014-05-09,2014-97196-0000097196-14-000011-exh101.pdf,gemini-2.0-flash,,,,,
0001104659-14-034581,1582086,Blue Capital Reinsurance Holdings Ltd. (CIK 0001582086),,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1582086/000110465914034581/a14-8863_1ex10d1.htm,2014-05-05,2014-1582086-0001104659-14-034581-a14-8863_1ex10d1.htm,gemini-2.0-flash,,,,,
0001362988-14-000006,1362988,Aircastle LTD (AYR) (CIK 0001362988),AYR,AIRCRAFT LEASE SHARED TERMS,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1362988/000136298814000006/ayrq12014ex103.htm,2014-05-07,2014-1362988-0001362988-14-000006-ayrq12014ex103.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0000097196-14-000011,97196,AMERICAN INDEPENDENCE CORP (CIK 0000097196),,EXHIBIT 10,10-Q,EX-10,https://www.sec.gov/Archives/edgar/data/97196/000009719614000011/exh101.htm,2014-05-09,2014-97196-0000097196-14-000011-exh101.htm,gemini-2.0-flash,Yes,Life,Treaty,Proportional,Health
0000701869-14-000021,701869,INDEPENDENCE HOLDING CO (CIK 0000701869),,EXHIBIT 10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/701869/000070186914000021/ihc1q2014_ex10z1.pdf,2014-05-09,2014-701869-0000701869-14-000021-ihc1q2014_ex10z1.pdf,gemini-2.0-flash,,,,,
0000701869-14-000021,701869,INDEPENDENCE HOLDING CO (CIK 0000701869),,EXHIBIT 10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/701869/000070186914000021/ihc1q2014_ex10z1.htm,2014-05-09,2014-701869-0000701869-14-000021-ihc1q2014_ex10z1.htm,gemini-2.0-flash,Yes,Life,Treaty,Proportional,Specialty
0001193125-14-310191,1282543,AFFIRMATIVE INSURANCE HOLDINGS INC (CIK 0001282543),,EX-10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1282543/000119312514310191/d739060dex102.htm,2014-08-14,2014-1282543-0001193125-14-310191-d739060dex102.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
