accessionNo,cik,companyNameLong,ticker,description,formType,type,filingUrl,filedAt,downloadFilename,classifyingModel,reinsurance,contractType,obligatoryType,proportional,classOfBusiness
0000930413-06-006737,1358164,Security Capital Assurance Ltd (CIK 0001358164),,,10-Q,EX-10.30,https://www.sec.gov/Archives/edgar/data/1358164/000093041306006737/c44219_ex10-30.htm,2006-09-15,2006-1358164-0000930413-06-006737-c44219_ex10-30.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0000930413-06-006737,1358164,Security Capital Assurance Ltd (CIK 0001358164),,,10-Q,EX-10.20,https://www.sec.gov/Archives/edgar/data/1358164/000093041306006737/c44219_ex10-20.txt,2006-09-15,2006-1358164-0000930413-06-006737-c44219_ex10-20.txt,gemini-2.0-flash,Yes,Non-Life,Facultative,Proportional,Specialty
0000893220-06-002390,909109,PHILADELPHIA CONSOLIDATED HOLDING CORP (CIK 0000909109),,SECOND AND THIRD EXCESS REINSTATEMENT PREMIUM PROTECTION REINSURANCE CONTRACT,10-Q,EX-10.8,https://www.sec.gov/Archives/edgar/data/909109/000089322006002390/w26495exv10w8.txt,2006-11-09,2006-909109-0000893220-06-002390-w26495exv10w8.txt,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0001193125-06-119270,911576,VESTA INSURANCE GROUP INC (CIK 0000911576),,"50% QUOTA SHARE REINSURANCE AGREEMENT, EFFECTIVE JULY 1, 2005",10-K,EX-10.22,https://www.sec.gov/Archives/edgar/data/911576/000119312506119270/dex1022.htm,2006-05-25,2006-911576-0001193125-06-119270-dex1022.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0000950123-06-009634,1171500,PLATINUM UNDERWRITERS HOLDINGS LTD (CIK 0001171500),,EX-10.2: EXCESS OF LOSS RETROCESSION AGREEMENT,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1171500/000095012306009634/y23533exv10w2.htm,2006-07-31,2006-1171500-0000950123-06-009634-y23533exv10w2.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0000950123-06-002417,1171500,PLATINUM UNDERWRITERS HOLDINGS LTD (CIK 0001171500),,EX-10.59: EXCESS OF LOSS RETROCESSION AGREEMENT,10-K,EX-10.59,https://www.sec.gov/Archives/edgar/data/1171500/000095012306002417/y17915exv10w59.txt,2006-03-01,2006-1171500-0000950123-06-002417-y17915exv10w59.txt,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0000950123-06-009634,1171500,PLATINUM UNDERWRITERS HOLDINGS LTD (CIK 0001171500),,EX-10.5: EXCESS OF LOSS RETROCESSION AGREEMENT,10-Q,EX-10.5,https://www.sec.gov/Archives/edgar/data/1171500/000095012306009634/y23533exv10w5.htm,2006-07-31,2006-1171500-0000950123-06-009634-y23533exv10w5.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0000950123-06-009634,1171500,PLATINUM UNDERWRITERS HOLDINGS LTD (CIK 0001171500),,EX-10.3: QUOTA SHARE RETROCESSION AGREEMENT,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1171500/000095012306009634/y23533exv10w3.htm,2006-07-31,2006-1171500-0000950123-06-009634-y23533exv10w3.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0000893220-06-002390,909109,PHILADELPHIA CONSOLIDATED HOLDING CORP (CIK 0000909109),,CASUALTY EXCESS OF LOSS REINSURANCE CONTRACT,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/909109/000089322006002390/w26495exv10w3.txt,2006-11-09,2006-909109-0000893220-06-002390-w26495exv10w3.txt,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0001193125-06-119270,911576,VESTA INSURANCE GROUP INC (CIK 0000911576),,50% QUOTA SHARE REINSURANCE AGREEMENT,10-K,EX-10.20,https://www.sec.gov/Archives/edgar/data/911576/000119312506119270/dex1020.htm,2006-05-25,2006-911576-0001193125-06-119270-dex1020.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0000950134-06-005830,1018979,AMERISAFE INC (AMSF) (CIK 0001018979),AMSF,FORM OF FIRST CASUALTY EXCESS OF LOSS REINSURANCE CONTRACT,10-K,EX-10.17,https://www.sec.gov/Archives/edgar/data/1018979/000095013406005830/d32117exv10w17.htm,2006-03-24,2006-1018979-0000950134-06-005830-d32117exv10w17.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Casualty
0000950134-06-015976,1018979,AMERISAFE INC (AMSF) (CIK 0001018979),AMSF,FIRST CASUALTY EXCESS OF LOSS REINSURANCE CONTRACT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1018979/000095013406015976/d38372exv10w1.htm,2006-08-14,2006-1018979-0000950134-06-015976-d38372exv10w1.htm,gemini-2.0-flash,,,,,
0000950134-06-005830,1018979,AMERISAFE INC (AMSF) (CIK 0001018979),AMSF,FORM OF CASUALTY CATASTROPHE EXCESS OF LOSS REINSURANCE,10-K,EX-10.21,https://www.sec.gov/Archives/edgar/data/1018979/000095013406005830/d32117exv10w21.htm,2006-03-24,2006-1018979-0000950134-06-005830-d32117exv10w21.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0000950134-06-015976,1018979,AMERISAFE INC (AMSF) (CIK 0001018979),AMSF,SECOND CASUALTY EXCESS OF LOSS REINSURANCE CONTRACT,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1018979/000095013406015976/d38372exv10w2.htm,2006-08-14,2006-1018979-0000950134-06-015976-d38372exv10w2.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Casualty
0000950134-06-005830,1018979,AMERISAFE INC (AMSF) (CIK 0001018979),AMSF,FORM OF THIRD CASUALTY EXCESS OF LOSS REINSURANCE CONTRACT,10-K,EX-10.19,https://www.sec.gov/Archives/edgar/data/1018979/000095013406005830/d32117exv10w19.htm,2006-03-24,2006-1018979-0000950134-06-005830-d32117exv10w19.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Casualty
0001104659-06-032241,1039828,"AMERICAN EQUITY INVESTMENT LIFE HOLDING CO (ANG-PA, ANG-PB) (CIK 0001039828)",ANG.PB,EX-10,10-Q,EX-10.22,https://www.sec.gov/Archives/edgar/data/1039828/000110465906032241/a06-9193_1ex10d22.htm,2006-05-09,2006-1039828-0001104659-06-032241-a06-9193_1ex10d22.htm,gemini-2.0-flash,Yes,Life,Treaty,Proportional,Life
0000950134-06-015976,1018979,AMERISAFE INC (AMSF) (CIK 0001018979),AMSF,THIRD CASUALTY EXCESS OF LOSS REINSURANCE CONTRACT,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1018979/000095013406015976/d38372exv10w3.htm,2006-08-14,2006-1018979-0000950134-06-015976-d38372exv10w3.htm,gemini-2.0-flash,,,,,
0000950134-06-005830,1018979,AMERISAFE INC (AMSF) (CIK 0001018979),AMSF,FORM OF SECOND CASUALTY EXCESS OF LOSS REINSURANCE CONTRACT,10-K,EX-10.18,https://www.sec.gov/Archives/edgar/data/1018979/000095013406005830/d32117exv10w18.htm,2006-03-24,2006-1018979-0000950134-06-005830-d32117exv10w18.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Casualty
0000893220-06-002390,909109,PHILADELPHIA CONSOLIDATED HOLDING CORP (CIK 0000909109),,FIRST EXCESS REINSTATEMENT PREMIUM PROTECTION REINSURANCE CONTRACT,10-Q,EX-10.7,https://www.sec.gov/Archives/edgar/data/909109/000089322006002390/w26495exv10w7.txt,2006-11-09,2006-909109-0000893220-06-002390-w26495exv10w7.txt,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0000893220-06-000532,909109,PHILADELPHIA CONSOLIDATED HOLDING CORP (CIK 0000909109),,REINSTATEMENT PREMIUM PROTECTION,10-K,EX-10.79,https://www.sec.gov/Archives/edgar/data/909109/000089322006000532/w18434exv10w79.txt,2006-03-14,2006-909109-0000893220-06-000532-w18434exv10w79.txt,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0000950134-06-005830,1018979,AMERISAFE INC (AMSF) (CIK 0001018979),AMSF,FORM OF PER PERSON EXCESS OF LOSS REINSURANCE CONTRACT,10-K,EX-10.20,https://www.sec.gov/Archives/edgar/data/1018979/000095013406005830/d32117exv10w20.htm,2006-03-24,2006-1018979-0000950134-06-005830-d32117exv10w20.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0000950134-06-015976,1018979,AMERISAFE INC (AMSF) (CIK 0001018979),AMSF,CASUALTY CATASTROPHE EXCESS OF LOSS REINSURANCE CONTRACT,10-Q,EX-10.5,https://www.sec.gov/Archives/edgar/data/1018979/000095013406015976/d38372exv10w5.htm,2006-08-14,2006-1018979-0000950134-06-015976-d38372exv10w5.htm,gemini-2.0-flash,,,,,
0000950134-06-015976,1018979,AMERISAFE INC (AMSF) (CIK 0001018979),AMSF,WORKERS' COMPENSATION PER PERSON EXCESS OF LOSS REINSURANCE CONTRACT,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/1018979/000095013406015976/d38372exv10w4.htm,2006-08-14,2006-1018979-0000950134-06-015976-d38372exv10w4.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0000950144-06-002885,1171662,TRIPLE-S MANAGEMENT CORP (CIK 0001171662),,"EX-10.14 REINSURANCE AGREEMENT, GREAT AMERICAN LIFE ASSURANCE COMPANY OF PUERTO RICO",10-K,EX-10.14,https://www.sec.gov/Archives/edgar/data/1171662/000095014406002885/g00487exv10w14.txt,2006-03-30,2006-1171662-0000950144-06-002885-g00487exv10w14.txt,gemini-2.0-flash,Yes,Life,Treaty,Proportional,Life
0000930413-06-006737,1358164,Security Capital Assurance Ltd (CIK 0001358164),,,10-Q,EX-10.21,https://www.sec.gov/Archives/edgar/data/1358164/000093041306006737/c44219_ex10-21.txt,2006-09-15,2006-1358164-0000930413-06-006737-c44219_ex10-21.txt,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0001193125-06-119270,911576,VESTA INSURANCE GROUP INC (CIK 0000911576),,MANAGING GENERAL AGENCY AGREEMENT,10-K,EX-10.4,https://www.sec.gov/Archives/edgar/data/911576/000119312506119270/dex104.htm,2006-05-25,2006-911576-0001193125-06-119270-dex104.htm,gemini-2.0-flash,No,Non-Life,NA,NA,Specialty
0000950136-06-002636,1264242,QUANTA CAPITAL HOLDINGS LTD (CIK 0001264242),,TECHNICAL PROPERTY BINDER OF REINSURANCE,10-K,EX-10.30,https://www.sec.gov/Archives/edgar/data/1264242/000095013606002636/file004.htm,2006-03-31,2006-1264242-0000950136-06-002636-file004.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0000893220-06-001096,909109,PHILADELPHIA CONSOLIDATED HOLDING CORP (CIK 0000909109),,"CASUALTY EXCESS OF LOSS AGREEMENT DATED JAN.1,2006",10-Q,EX-10.7,https://www.sec.gov/Archives/edgar/data/909109/000089322006001096/w20583exv10w7.txt,2006-05-10,2006-909109-0000893220-06-001096-w20583exv10w7.txt,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0000950152-06-002820,803027,MERCHANTS GROUP INC (CIK 0000803027),,EXHIBIT 10(F) PROPERTY CATASTROPHE EXCESS LOSS REINSURANCE AGRMN,10-K,EX-10.F,https://www.sec.gov/Archives/edgar/data/803027/000095015206002820/l17870aexv10wf.txt,2006-03-31,2006-803027-0000950152-06-002820-l17870aexv10wf.txt,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Property
0000893220-06-000532,909109,PHILADELPHIA CONSOLIDATED HOLDING CORP (CIK 0000909109),,CASUALTY EXCESS OF LOSS,10-K,EX-10.78,https://www.sec.gov/Archives/edgar/data/909109/000089322006000532/w18434exv10w78.txt,2006-03-14,2006-909109-0000893220-06-000532-w18434exv10w78.txt,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0000893220-06-001096,909109,PHILADELPHIA CONSOLIDATED HOLDING CORP (CIK 0000909109),,"PROPERTY THIRD & FOURTH AGREEMENT DATED JAN.1,2006",10-Q,EX-10.8,https://www.sec.gov/Archives/edgar/data/909109/000089322006001096/w20583exv10w8.txt,2006-05-10,2006-909109-0000893220-06-001096-w20583exv10w8.txt,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0001193125-06-119270,911576,VESTA INSURANCE GROUP INC (CIK 0000911576),,"ATTORNEY-IN-FACT AGREEMENT EFFECTIVE THE 1ST DAY OF OCTOBER, 2005",10-K,EX-10.3,https://www.sec.gov/Archives/edgar/data/911576/000119312506119270/dex103.htm,2006-05-25,2006-911576-0001193125-06-119270-dex103.htm,gemini-2.0-flash,,,,,
0000893220-06-002390,909109,PHILADELPHIA CONSOLIDATED HOLDING CORP (CIK 0000909109),,"$6,150,000 EXCESS $10,000,000 CATASTROPHE REINSURANCE CONTRACT",10-Q,EX-10.6,https://www.sec.gov/Archives/edgar/data/909109/000089322006002390/w26495exv10w6.txt,2006-11-09,2006-909109-0000893220-06-002390-w26495exv10w6.txt,gemini-2.0-flash,,,,,
0000930413-06-006737,1358164,Security Capital Assurance Ltd (CIK 0001358164),,,10-Q,EX-10.28,https://www.sec.gov/Archives/edgar/data/1358164/000093041306006737/c44219_ex10-28.htm,2006-09-15,2006-1358164-0000930413-06-006737-c44219_ex10-28.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0001193125-06-061942,1013609,SCPIE HOLDINGS INC (CIK 0001013609),,"FIRST-THIRD EXCESS OF LOSS REINSURANCE AGREEMENT 8493-00-0009-00 JANUARY 1, 2005",10-K,EX-10.83,https://www.sec.gov/Archives/edgar/data/1013609/000119312506061942/dex1083.htm,2006-03-23,2006-1013609-0001193125-06-061942-dex1083.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0000930413-06-006737,1358164,Security Capital Assurance Ltd (CIK 0001358164),,,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1358164/000093041306006737/c44219_ex10-1.txt,2006-09-15,2006-1358164-0000930413-06-006737-c44219_ex10-1.txt,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0000950134-06-006265,915781,RTW INC /MN/ (CIK 0000915781),,DESCRIPTION OF THE REINSURANCE AGREEMENT FOR 2006,10-K,EX-10.15,https://www.sec.gov/Archives/edgar/data/915781/000095013406006265/c03761exv10w15.htm,2006-03-30,2006-915781-0000950134-06-006265-c03761exv10w15.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Casualty
0001193125-06-048276,743532,ALFA CORP (CIK 0000743532),,INSURANCE POOLING AGREEMENT AMENDED AND RESTATED,10-K,EX-10.H,https://www.sec.gov/Archives/edgar/data/743532/000119312506048276/dex10h.htm,2006-03-08,2006-743532-0001193125-06-048276-dex10h.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0000893220-06-002390,909109,PHILADELPHIA CONSOLIDATED HOLDING CORP (CIK 0000909109),,ENDORSEMENT NO. 4 TO THE PROPERTY PER RISK,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/909109/000089322006002390/w26495exv10w4.txt,2006-11-09,2006-909109-0000893220-06-002390-w26495exv10w4.txt,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0001193125-06-119270,911576,VESTA INSURANCE GROUP INC (CIK 0000911576),,"STOCK PURCHASE AGREEMENT DATED AS OF JUNE 1, 2005",10-K,EX-10.24,https://www.sec.gov/Archives/edgar/data/911576/000119312506119270/dex1024.htm,2006-05-25,2006-911576-0001193125-06-119270-dex1024.htm,gemini-2.0-flash,,,,,
0000950134-06-023686,888919,HCC INSURANCE HOLDINGS INC/DE/ (CIK 0000888919),,MASTER AGREEMENT,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/888919/000095013406023686/h42298q2exv10w3.htm,2006-12-27,2006-888919-0000950134-06-023686-h42298q2exv10w3.htm,gemini-2.0-flash,Yes,Life,Treaty,Proportional,Health
0001193125-06-228357,743532,ALFA CORP (CIK 0000743532),,PLAN OF CONVERSION,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/743532/000119312506228357/dex101.htm,2006-11-08,2006-743532-0001193125-06-228357-dex101.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Casualty
0000040545-06-000009,40545,GENERAL ELECTRIC CO (GE) (CIK 0000040545),GE,EXHIBIT 10(GG),10-K,EX-10.GG,https://www.sec.gov/Archives/edgar/data/40545/000004054506000009/ex10gg.htm,2006-03-03,2006-40545-0000040545-06-000009-ex10gg.htm,gemini-2.0-flash,No,Non-Life,NA,NA,Specialty
0001157523-06-008047,1289592,"Tower Group, Inc. (CIK 0001289592)",,EXHIBIT 10.7,10-Q,EX-10.7,https://www.sec.gov/Archives/edgar/data/1289592/000115752306008047/a5201679ex10_7.txt,2006-08-07,2006-1289592-0001157523-06-008047-a5201679ex10_7.txt,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0001157523-06-008047,1289592,"Tower Group, Inc. (CIK 0001289592)",,EXHIBIT 10.9,10-Q,EX-10.9,https://www.sec.gov/Archives/edgar/data/1289592/000115752306008047/a5201679ex10_9.txt,2006-08-07,2006-1289592-0001157523-06-008047-a5201679ex10_9.txt,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0001157523-06-008047,1289592,"Tower Group, Inc. (CIK 0001289592)",,EXHIBIT 10.8,10-Q,EX-10.8,https://www.sec.gov/Archives/edgar/data/1289592/000115752306008047/a5201679ex10_8.txt,2006-08-07,2006-1289592-0001157523-06-008047-a5201679ex10_8.txt,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0000950156-06-000352,811612,COMMERCE GROUP INC /MA (CIK 0000811612),,EXHIBIT 10.43,10-Q,EX-10,https://www.sec.gov/Archives/edgar/data/811612/000095015606000352/ex-1043.htm,2006-08-08,2006-811612-0000950156-06-000352-ex-1043.htm,gemini-2.0-flash,,,,,
0000891092-06-001610,1006868,LONG ISLAND PHYSICIAN HOLDINGS CORP (CIK 0001006868),,EXHIBIT 10.8,10-K,EX-10.8,https://www.sec.gov/Archives/edgar/data/1006868/000089109206001610/e24299ex10_8.txt,2006-06-21,2006-1006868-0000891092-06-001610-e24299ex10_8.txt,gemini-2.0-flash,Yes,Life,Treaty,Proportional,Health
0000950134-06-006265,915781,RTW INC /MN/ (CIK 0000915781),,DESCRIPTION OF THE REINSURANCE AGREEMENT,10-K,EX-10.9.5,https://www.sec.gov/Archives/edgar/data/915781/000095013406006265/c03761exv10w9w5.htm,2006-03-30,2006-915781-0000950134-06-006265-c03761exv10w9w5.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Casualty
0001157523-06-008047,1289592,"Tower Group, Inc. (CIK 0001289592)",,EXHIBIT 10.10,10-Q,EX-10.10,https://www.sec.gov/Archives/edgar/data/1289592/000115752306008047/a5201679ex10_10.txt,2006-08-07,2006-1289592-0001157523-06-008047-a5201679ex10_10.txt,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0001193125-06-119270,911576,VESTA INSURANCE GROUP INC (CIK 0000911576),,25% ENDORSEMENT TO QUOTA SHARE REINSURANCE AGREEMENT,10-K,EX-10.21,https://www.sec.gov/Archives/edgar/data/911576/000119312506119270/dex1021.htm,2006-05-25,2006-911576-0001193125-06-119270-dex1021.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0001157523-06-008047,1289592,"Tower Group, Inc. (CIK 0001289592)",,EXHIBIG 10.11,10-Q,EX-10.11,https://www.sec.gov/Archives/edgar/data/1289592/000115752306008047/a5201679ex10_11.txt,2006-08-07,2006-1289592-0001157523-06-008047-a5201679ex10_11.txt,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0000891092-06-001610,1006868,LONG ISLAND PHYSICIAN HOLDINGS CORP (CIK 0001006868),,EXHIBIT 10.7,10-K,EX-10.7,https://www.sec.gov/Archives/edgar/data/1006868/000089109206001610/e24299ex10_7.txt,2006-06-21,2006-1006868-0000891092-06-001610-e24299ex10_7.txt,gemini-2.0-flash,,,,,
0001193125-06-052382,874977,State Auto Financial CORP (CIK 0000874977),,PROPERTY CATASTROPHE OVERLYING EXCESS OF LOSS REINSURANCE CONTRACT,10-K,EX-10.33,https://www.sec.gov/Archives/edgar/data/874977/000119312506052382/dex1033.htm,2006-03-13,2006-874977-0001193125-06-052382-dex1033.htm,gemini-2.0-flash,,,,,
0001193125-06-227667,874977,State Auto Financial CORP (CIK 0000874977),,PROPERTY CATASTROPHE OVERLYING EXCESS OF LOSS REINSURANCE CONTRACT,10-Q,EX-10.69,https://www.sec.gov/Archives/edgar/data/874977/000119312506227667/dex1069.htm,2006-11-08,2006-874977-0001193125-06-227667-dex1069.htm,gemini-2.0-flash,,,,,
0001193125-06-061942,1013609,SCPIE HOLDINGS INC (CIK 0001013609),,"FIRST-THIRD EXCESS OF LOSS REINSURANCE AGREEMENT 8493-00-0009-00 JANUARY 1, 2006",10-K,EX-10.88,https://www.sec.gov/Archives/edgar/data/1013609/000119312506061942/dex1088.htm,2006-03-23,2006-1013609-0001193125-06-061942-dex1088.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0000893220-06-000532,909109,PHILADELPHIA CONSOLIDATED HOLDING CORP (CIK 0000909109),,PROFESSIONAL LIABILITY INSURANCE QUOTA SHARE CONTRACT,10-K,EX-10.80,https://www.sec.gov/Archives/edgar/data/909109/000089322006000532/w18434exv10w80.txt,2006-03-14,2006-909109-0000893220-06-000532-w18434exv10w80.txt,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0000950133-06-000979,1064863,AMERIGROUP CORP (CIK 0001064863),,EX-10.32.3,10-K,EX-10.32.3,https://www.sec.gov/Archives/edgar/data/1064863/000095013306000979/w17973exv10w32w3.txt,2006-03-01,2006-1064863-0000950133-06-000979-w17973exv10w32w3.txt,gemini-2.0-flash,No,Life,NA,NA,Health
0000950133-06-000979,1064863,AMERIGROUP CORP (CIK 0001064863),,EX-10.32.4,10-K,EX-10.32.4,https://www.sec.gov/Archives/edgar/data/1064863/000095013306000979/w17973exv10w32w4.txt,2006-03-01,2006-1064863-0000950133-06-000979-w17973exv10w32w4.txt,gemini-2.0-flash,Yes,Life,NA,NA,Health
0000950133-06-000979,1064863,AMERIGROUP CORP (CIK 0001064863),,EX-10.32.2,10-K,EX-10.32.2,https://www.sec.gov/Archives/edgar/data/1064863/000095013306000979/w17973exv10w32w2.txt,2006-03-01,2006-1064863-0000950133-06-000979-w17973exv10w32w2.txt,gemini-2.0-flash,Yes,Life,Treaty,Proportional,Health
0000950133-06-000979,1064863,AMERIGROUP CORP (CIK 0001064863),,EX-10.32.1,10-K,EX-10.32.1,https://www.sec.gov/Archives/edgar/data/1064863/000095013306000979/w17973exv10w32w1.txt,2006-03-01,2006-1064863-0000950133-06-000979-w17973exv10w32w1.txt,gemini-2.0-flash,Yes,Life,Treaty,Proportional,Health
