accessionNo,cik,companyNameLong,ticker,description,formType,type,filingUrl,filedAt,downloadFilename,classifyingModel,reinsurance,contractType,obligatoryType,proportional,classOfBusiness
0000950156-07-000503,811612,COMMERCE GROUP INC /MA (CIK 0000811612),,EXHIBIT 10.43,10-Q,EX-10,https://www.sec.gov/Archives/edgar/data/811612/000095015607000503/ex1043_67919.htm,2007-08-09,2007-811612-0000950156-07-000503-ex1043_67919.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0000832480-07-000006,832480,UTG INC (UTGN) (CIK 0000832480),UTGN,COINSURANCE AC AND RESERVE,10-K,EX-10.9,https://www.sec.gov/Archives/edgar/data/832480/000083248007000006/coinsuranceexhibit109.htm,2007-03-29,2007-832480-0000832480-07-000006-coinsuranceexhibit109.htm,gemini-2.0-flash,Yes,Life,Treaty,Proportional,Health
0001104659-07-015599,1172052,SAFETY INSURANCE GROUP INC (SAFT) (CIK 0001172052),SAFT,EX-10.33,10-K,EX-10.33,https://www.sec.gov/Archives/edgar/data/1172052/000110465907015599/a07-5798_1ex10d33.htm,2007-03-01,2007-1172052-0001104659-07-015599-a07-5798_1ex10d33.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0000832480-07-000006,832480,UTG INC (UTGN) (CIK 0000832480),UTGN,COINSURANCE TI AND RESERVE,10-K,EX-10.10,https://www.sec.gov/Archives/edgar/data/832480/000083248007000006/coinsuranceexhibit1010.htm,2007-03-29,2007-832480-0000832480-07-000006-coinsuranceexhibit1010.htm,gemini-2.0-flash,Yes,Life,Treaty,Proportional,Health
0000893220-07-003552,909109,PHILADELPHIA CONSOLIDATED HOLDING CORP (CIK 0000909109),,CASUALTY (CLASH) EXCESS OF LOSS REINSURANCE AGREEMENT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/909109/000089322007003552/w41777exv10w1.htm,2007-11-06,2007-909109-0000893220-07-003552-w41777exv10w1.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0001193125-07-056001,1013609,SCPIE HOLDINGS INC (CIK 0001013609),,COMMUTATION AND RELEASE AGREEMENT,10-K,EX-10.81,https://www.sec.gov/Archives/edgar/data/1013609/000119312507056001/dex1081.htm,2007-03-16,2007-1013609-0001193125-07-056001-dex1081.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0001193125-07-044527,823533,UNION SECURITY INSURANCE CO (CIK 0000823533),,ASSUMPTION REINSURANCE AGREEMENT UNION SECURITY INSURANCE AND  ASSURANT LIFE,10-K,EX-10.1,https://www.sec.gov/Archives/edgar/data/823533/000119312507044527/dex101.htm,2007-03-01,2007-823533-0001193125-07-044527-dex101.htm,gemini-2.0-flash,,,,,
0000930413-07-001866,875159,XL CAPITAL LTD (CIK 0000875159),,,10-K,EX-10.27,https://www.sec.gov/Archives/edgar/data/875159/000093041307001866/c46113_ex10-27.htm,2007-03-01,2007-875159-0000930413-07-001866-c46113_ex10-27.htm,gemini-2.0-flash,No,NA,NA,NA,NA
0001047469-07-008859,1172052,SAFETY INSURANCE GROUP INC (SAFT) (CIK 0001172052),SAFT,EXHIBIT 10.5,10-Q,EX-10.5,https://www.sec.gov/Archives/edgar/data/1172052/000104746907008859/a2180777zex-10_5.htm,2007-11-09,2007-1172052-0001047469-07-008859-a2180777zex-10_5.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0001224608-07-000026,1224608,"CONSECO INC (CNO, CNO-PA) (CIK 0001224608)",CNO,EXHIBIT 10.34,10-Q,EX-10,https://www.sec.gov/Archives/edgar/data/1224608/000122460807000026/exhibit1034.txt,2007-08-09,2007-1224608-0001224608-07-000026-exhibit1034.txt,gemini-2.0-flash,,,,,
0001158957-07-000097,1378026,American Physicians Insurance CO (CIK 0001378026),,EXHIBIT 10.6,10-K,EX-10,https://www.sec.gov/Archives/edgar/data/1378026/000115895707000097/exhibit106.htm,2007-04-30,2007-1378026-0001158957-07-000097-exhibit106.htm,gemini-2.0-flash,No,Non-Life,NA,NA,Specialty
0001193125-07-056001,1013609,SCPIE HOLDINGS INC (CIK 0001013609),,ADDENDUM NO. 4 TO THE PER POLICY EXCESS OF LOSS REINSURANCE AGREEMENT,10-K,EX-10.90,https://www.sec.gov/Archives/edgar/data/1013609/000119312507056001/dex1090.htm,2007-03-16,2007-1013609-0001193125-07-056001-dex1090.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0001158957-07-000097,1378026,American Physicians Insurance CO (CIK 0001378026),,EXHIBIT 10.1,10-K,EX-10,https://www.sec.gov/Archives/edgar/data/1378026/000115895707000097/exhibit101.htm,2007-04-30,2007-1378026-0001158957-07-000097-exhibit101.htm,gemini-2.0-flash,No,Non-Life,NA,NA,Specialty
0000950144-07-011257,1294632,IASIS Healthcare LLC (CIK 0001294632),,EX-10.27 AMENDMENT NUMBER 17 TO CONTRACT,10-K,EX-10.27,https://www.sec.gov/Archives/edgar/data/1294632/000095014407011257/g11114exv10w27.htm,2007-12-21,2007-1294632-0000950144-07-011257-g11114exv10w27.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Health
0000837276-07-000142,837010,ING LIFE INSURANCE & ANNUITY CO (CIK 0000837010),,,10-Q,EX-10,https://www.sec.gov/Archives/edgar/data/837010/000083727607000142/exhibit_10d.htm,2007-05-15,2007-837010-0000837276-07-000142-exhibit_10d.htm,gemini-2.0-flash,Yes,Life,Treaty,Proportional,Life
0000837276-07-000142,837010,ING LIFE INSURANCE & ANNUITY CO (CIK 0000837010),,,10-Q,EX-10,https://www.sec.gov/Archives/edgar/data/837010/000083727607000142/exhibit_10c.htm,2007-05-15,2007-837010-0000837276-07-000142-exhibit_10c.htm,gemini-2.0-flash,Yes,Life,Treaty,Proportional,Life
0000837276-07-000142,837010,ING LIFE INSURANCE & ANNUITY CO (CIK 0000837010),,,10-Q,EX-10,https://www.sec.gov/Archives/edgar/data/837010/000083727607000142/exhibit_10f.htm,2007-05-15,2007-837010-0000837276-07-000142-exhibit_10f.htm,gemini-2.0-flash,Yes,Life,Treaty,Proportional,Life
0000837276-07-000142,837010,ING LIFE INSURANCE & ANNUITY CO (CIK 0000837010),,,10-Q,EX-10,https://www.sec.gov/Archives/edgar/data/837010/000083727607000142/exhibit_10e.htm,2007-05-15,2007-837010-0000837276-07-000142-exhibit_10e.htm,gemini-2.0-flash,Yes,Life,Treaty,Proportional,Specialty
0000950144-07-002305,1035185,GEVITY HR INC (CIK 0001035185),,EX-10.41 AIG RISK MANAGEMENT INC. WORKERS COMPENSATION FINAL BOUND PROPOSAL,10-K,EX-10.41,https://www.sec.gov/Archives/edgar/data/1035185/000095014407002305/g06030exv10w41.htm,2007-03-16,2007-1035185-0000950144-07-002305-g06030exv10w41.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0000950137-07-004899,915781,RTW INC /MN/ (CIK 0000915781),,MINNESOTA WORKERS' COMPENSATION REINSURANCE ASSOCIATION REINSURANCE AGREEMENT,10-K,EX-10.10,https://www.sec.gov/Archives/edgar/data/915781/000095013707004899/c13665exv10w10.htm,2007-03-30,2007-915781-0000950137-07-004899-c13665exv10w10.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
