accessionNo,cik,companyNameLong,ticker,description,formType,type,filingUrl,filedAt,downloadFilename,classifyingModel,reinsurance,contractType,obligatoryType,proportional,classOfBusiness
0000950159-04-000729,910110,PENN AMERICA GROUP INC (CIK 0000910110),,EXHIBIT 10.13,10-Q,EX-10,https://www.sec.gov/Archives/edgar/data/910110/000095015904000729/pennamex10-13.txt,2004-08-05,2004-910110-0000950159-04-000729-pennamex10-13.txt,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001104659-04-023475,1273813,ASSURED GUARANTY LTD (AGO) (CIK 0001273813),AGO,EX-10.13,10-Q,EX-10.13,https://www.sec.gov/Archives/edgar/data/1273813/000110465904023475/a04-8821_1ex10d13.htm,2004-08-10,2004-1273813-0001104659-04-023475-a04-8821_1ex10d13.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Specialty
0000109747-04-000002,109747,SOUTHERN SECURITY LIFE INSURANCE CO (CIK 0000109747),,REINSURANCE AND CUSTODIAL AGREEMENTS FOR SSLIC03,10-K,EX-10,https://www.sec.gov/Archives/edgar/data/109747/000010974704000002/exhibitsslic.txt,2004-03-29,2004-109747-0000109747-04-000002-exhibitsslic.txt,gpt-4o-mini,Yes,Life,Treaty,Proportional,Life
0001169232-04-003950,1010247,FPIC INSURANCE GROUP INC (CIK 0001010247),,MEDICAL PROF. LIABILITY EXCSS LOSS CTRCT,10-Q,EX-10.YYY,https://www.sec.gov/Archives/edgar/data/1010247/000116923204003950/d60263_ex10yyy.htm,2004-08-06,2004-1010247-0001169232-04-003950-d60263_ex10yyy.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0001193125-04-053663,1013609,SCPIE HOLDINGS INC (CIK 0001013609),,FIRST -FOURTH EXCESS OF LOSS REINSURANCE CONTRACT,10-K,EX-10.74,https://www.sec.gov/Archives/edgar/data/1013609/000119312504053663/dex1074.htm,2004-03-30,2004-1013609-0001193125-04-053663-dex1074.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0000893220-04-000425,909109,PHILADELPHIA CONSOLIDATED HOLDING CORP (CIK 0000909109),,EXCESS CATASTROPHE CONTRACT WITH FEDERAL INS.,10-K,EX-10.63,https://www.sec.gov/Archives/edgar/data/909109/000089322004000425/w94906exv10w63.txt,2004-03-12,2004-909109-0000893220-04-000425-w94906exv10w63.txt,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001104659-04-023475,1273813,ASSURED GUARANTY LTD (AGO) (CIK 0001273813),AGO,EX-10.16,10-Q,EX-10.16,https://www.sec.gov/Archives/edgar/data/1273813/000110465904023475/a04-8821_1ex10d16.htm,2004-08-10,2004-1273813-0001104659-04-023475-a04-8821_1ex10d16.htm,gpt-4o-mini,Yes,Non-Life,Facultative,Proportional,Specialty
0000950134-04-004351,915781,RTW INC /MN/ (CIK 0000915781),,DESCRIPTION OF THE REINSURANCE AGREEMENT,10-K,EX-10.12,https://www.sec.gov/Archives/edgar/data/915781/000095013404004351/c83745exv10w12.txt,2004-03-30,2004-915781-0000950134-04-004351-c83745exv10w12.txt,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Casualty
0000893220-04-002402,909109,PHILADELPHIA CONSOLIDATED HOLDING CORP (CIK 0000909109),,CASUALTY SEMI-AUTOMATIC FACULTATIVE EXCESS OF LOSS,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/909109/000089322004002402/w68436exv10w4.txt,2004-11-08,2004-909109-0000893220-04-002402-w68436exv10w4.txt,gpt-4o-mini,Yes,Non-Life,Facultative,Non-Proportional,Casualty
0001104659-04-023475,1273813,ASSURED GUARANTY LTD (AGO) (CIK 0001273813),AGO,EX-10.14,10-Q,EX-10.14,https://www.sec.gov/Archives/edgar/data/1273813/000110465904023475/a04-8821_1ex10d14.htm,2004-08-10,2004-1273813-0001104659-04-023475-a04-8821_1ex10d14.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Specialty
0001193125-04-191514,743532,ALFA CORP (CIK 0000743532),,LLC INTEREST PURCHASE AGREEMENT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/743532/000119312504191514/dex101.htm,2004-11-09,2004-743532-0001193125-04-191514-dex101.htm,gpt-4o-mini,No,Non-Life,NA,NA,Casualty
0000754009-04-000086,754009,SIERRA HEALTH SERVICES INC (CIK 0000754009),,EXHIBIT,10-K,EX-10,https://www.sec.gov/Archives/edgar/data/754009/000075400904000086/exh10-6.pdf,2004-03-05,2004-754009-0000754009-04-000086-exh10-6.pdf,gpt-4o-mini,,,,,
0000754009-04-000086,754009,SIERRA HEALTH SERVICES INC (CIK 0000754009),,EXHIBIT,10-K,EX-10,https://www.sec.gov/Archives/edgar/data/754009/000075400904000086/exh10-6.htm,2004-03-05,2004-754009-0000754009-04-000086-exh10-6.htm,gpt-4o-mini,No,Non-Life,NA,NA,Casualty
0000909567-04-001538,1137048,ODYSSEY RE HOLDINGS CORP (CIK 0001137048),,EX-10.41,10-Q,EX-10.41,https://www.sec.gov/Archives/edgar/data/1137048/000090956704001538/t14360exv10w41.txt,2004-11-04,2004-1137048-0000909567-04-001538-t14360exv10w41.txt,gpt-4o-mini,No,Non-Life,NA,NA,Multi-line
0001193125-04-040912,896159,ACE LTD (CB) (CIK 0000896159),CB,DECEMBER 2002 AMENDMENT TO CREDIT AGREEMENT,10-K,EX-10.17.4,https://www.sec.gov/Archives/edgar/data/896159/000119312504040912/dex10174.htm,2004-03-15,2004-896159-0001193125-04-040912-dex10174.htm,gpt-4o-mini,No,NA,NA,NA,NA
0000950136-04-003808,913144,"RENAISSANCERE HOLDINGS LTD (RNR, RNR-PF, RNR-PG) (CIK 0000913144)",RNR,CREDIT AGREEMENT,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/913144/000095013604003808/file002.htm,2004-11-09,2004-913144-0000950136-04-003808-file002.htm,gpt-4o-mini,No,NA,NA,NA,NA
0001104659-04-034654,1039828,"AMERICAN EQUITY INVESTMENT LIFE HOLDING CO (ANG-PA, ANG-PB) (CIK 0001039828)",ANG.PB,EX-10.20,10-Q,EX-10.20,https://www.sec.gov/Archives/edgar/data/1039828/000110465904034654/a04-12323_1ex10d20.htm,2004-11-09,2004-1039828-0001104659-04-034654-a04-12323_1ex10d20.htm,gpt-4o-mini,No,Life,NA,NA,Life
0001193125-04-135366,740125,OVERSEAS PARTNERS LTD (CIK 0000740125),,STOCK PURCHASE AGREEMENT,10-Q,EX-10.(B),https://www.sec.gov/Archives/edgar/data/740125/000119312504135366/dex10b.htm,2004-08-09,2004-740125-0001193125-04-135366-dex10b.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Specialty
0000950136-04-001488,913144,"RENAISSANCERE HOLDINGS LTD (RNR, RNR-PF, RNR-PG) (CIK 0000913144)",RNR,AMENDED REIMBURSEMENT AGREEMENT,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/913144/000095013604001488/file002.htm,2004-05-10,2004-913144-0000950136-04-001488-file002.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0000950144-04-002833,1195933,INFINITY PROPERTY & CASUALTY CORP (CIK 0001195933),,"EX-10.25 PURCHASE AGREEMENT DATED FEBRUARY 11,2004",10-K,EX-10.25,https://www.sec.gov/Archives/edgar/data/1195933/000095014404002833/g87773exv10w25.txt,2004-03-22,2004-1195933-0000950144-04-002833-g87773exv10w25.txt,gpt-4o-mini,No,Non-Life,NA,NA,Casualty
0000950144-04-003469,1195933,INFINITY PROPERTY & CASUALTY CORP (CIK 0001195933),,"EX-10.25 PURCHASE AGREEMENT DATED FEBRUARY 11,2004",10-K/A,EX-10.25,https://www.sec.gov/Archives/edgar/data/1195933/000095014404003469/g87773a1exv10w25.txt,2004-04-02,2004-1195933-0000950144-04-003469-g87773a1exv10w25.txt,gpt-4o-mini,No,Non-Life,NA,NA,Casualty
0000950134-04-017586,1282543,AFFIRMATIVE INSURANCE HOLDINGS INC (CIK 0001282543),,CREDIT FACILITY,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1282543/000095013404017586/d19457exv10w1.htm,2004-11-15,2004-1282543-0000950134-04-017586-d19457exv10w1.htm,gpt-4o-mini,No,Non-Life,NA,NA,Casualty
0001047469-04-025903,352736,ALLSTATE LIFE INSURANCE CO (CIK 0000352736),,EX-10.5,10-Q,EX-10.5,https://www.sec.gov/Archives/edgar/data/352736/000104746904025903/a2141589zex-10_5.txt,2004-08-10,2004-352736-0001047469-04-025903-a2141589zex-10_5.txt,gpt-4o-mini,Yes,Life,Treaty,Proportional,Life
0000950152-04-001864,874977,STATE AUTO FINANCIAL CORP (CIK 0000874977),,EX-10.46,10-K,EX-10.46,https://www.sec.gov/Archives/edgar/data/874977/000095015204001864/l04565aexv10w46.txt,2004-03-12,2004-874977-0000950152-04-001864-l04565aexv10w46.txt,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0000950123-04-006012,1171500,PLATINUM UNDERWRITERS HOLDINGS LTD (CIK 0001171500),,QUOTA SHARE RETROCESSION AGREEMENT ADDENDUM NO. 1,10-Q,EX-10.19,https://www.sec.gov/Archives/edgar/data/1171500/000095012304006012/y97104exv10w19.txt,2004-05-10,2004-1171500-0000950123-04-006012-y97104exv10w19.txt,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Specialty
0000910647-04-000122,811612,COMMERCE GROUP INC /MA (CIK 0000811612),,EXHIBIT 10,10-K,EX-10,https://www.sec.gov/Archives/edgar/data/811612/000091064704000122/cgik-101.htm,2004-03-09,2004-811612-0000910647-04-000122-cgik-101.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Multi-line
0001104659-04-023475,1273813,ASSURED GUARANTY LTD (AGO) (CIK 0001273813),AGO,EX-10.19,10-Q,EX-10.19,https://www.sec.gov/Archives/edgar/data/1273813/000110465904023475/a04-8821_1ex10d19.htm,2004-08-10,2004-1273813-0001104659-04-023475-a04-8821_1ex10d19.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Specialty
0000950137-04-001786,1051717,AMERUS GROUP CO/IA (CIK 0001051717),,CREDIT AGREEMENT DATED 12/8/03,10-K,EX-10.29,https://www.sec.gov/Archives/edgar/data/1051717/000095013704001786/c83068exv10w29.htm,2004-03-12,2004-1051717-0000950137-04-001786-c83068exv10w29.htm,gpt-4o-mini,No,NA,NA,NA,NA
0001047469-04-025903,352736,ALLSTATE LIFE INSURANCE CO (CIK 0000352736),,EX-10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/352736/000104746904025903/a2141589zex-10_3.txt,2004-08-10,2004-352736-0001047469-04-025903-a2141589zex-10_3.txt,gpt-4o-mini,Yes,Life,Treaty,Proportional,Life
0000950123-04-003320,1171500,PLATINUM UNDERWRITERS HOLDINGS LTD (CIK 0001171500),,GUARANTEE,10-K,EX-10.94,https://www.sec.gov/Archives/edgar/data/1171500/000095012304003320/y92990exv10w94.txt,2004-03-15,2004-1171500-0000950123-04-003320-y92990exv10w94.txt,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Specialty
0001193125-04-053663,1013609,SCPIE HOLDINGS INC (CIK 0001013609),,COVER NOTE FOR PER POLICY EXCESS OF LOSS REINSURANCE AGREEMENT,10-K,EX-10.77,https://www.sec.gov/Archives/edgar/data/1013609/000119312504053663/dex1077.htm,2004-03-30,2004-1013609-0001193125-04-053663-dex1077.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0000950123-04-003320,1171500,PLATINUM UNDERWRITERS HOLDINGS LTD (CIK 0001171500),,INDEXED WARRANTY EXCESS OF LOSS REINSURANCE CONTR.,10-K,EX-10.89,https://www.sec.gov/Archives/edgar/data/1171500/000095012304003320/y92990exv10w89.txt,2004-03-15,2004-1171500-0000950123-04-003320-y92990exv10w89.txt,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0000950123-04-003320,1171500,PLATINUM UNDERWRITERS HOLDINGS LTD (CIK 0001171500),,GUARANTY,10-K,EX-10.93,https://www.sec.gov/Archives/edgar/data/1171500/000095012304003320/y92990exv10w93.txt,2004-03-15,2004-1171500-0000950123-04-003320-y92990exv10w93.txt,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Specialty
0000893220-04-000425,909109,PHILADELPHIA CONSOLIDATED HOLDING CORP (CIK 0000909109),,FLORIDA EXCESS CATASTROPHE REINSURANCE CONTRACT,10-K,EX-10.62,https://www.sec.gov/Archives/edgar/data/909109/000089322004000425/w94906exv10w62.txt,2004-03-12,2004-909109-0000893220-04-000425-w94906exv10w62.txt,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001047469-04-025900,839759,ALLSTATE LIFE INSURANCE CO OF NEW YORK (CIK 0000839759),,EXHIBIT 10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/839759/000104746904025900/a2141577zex-10_2.htm,2004-08-10,2004-839759-0001047469-04-025900-a2141577zex-10_2.htm,gpt-4o-mini,Yes,Life,Treaty,Proportional,Life
0001104659-04-034615,1273813,ASSURED GUARANTY LTD (AGO) (CIK 0001273813),AGO,EX-10.7,10-Q,EX-10.7,https://www.sec.gov/Archives/edgar/data/1273813/000110465904034615/a04-12377_2ex10d7.htm,2004-11-09,2004-1273813-0001104659-04-034615-a04-12377_2ex10d7.htm,gpt-4o-mini,No,NA,NA,NA,NA
0000893220-04-001658,909109,PHILADELPHIA CONSOLIDATED HOLDING CORP (CIK 0000909109),,CASULTY EXCESS OF LESS REINSURACE CONTRACT EFFECTIVE 1/1/04,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/909109/000089322004001658/w99802exv10w3.txt,2004-08-09,2004-909109-0000893220-04-001658-w99802exv10w3.txt,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Casualty
0000950159-04-000273,1041665,PMA CAPITAL CORP (CIK 0001041665),,EXHIBIT 10.32,10-K,EX-10,https://www.sec.gov/Archives/edgar/data/1041665/000095015904000273/ex10-32.htm,2004-03-12,2004-1041665-0000950159-04-000273-ex10-32.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Specialty
0000356130-04-000050,356130,EMC INSURANCE GROUP INC (CIK 0000356130),,POOLING AGREEMENT,10-K/A,EX-10,https://www.sec.gov/Archives/edgar/data/356130/000035613004000050/exh10c.txt,2004-09-27,2004-356130-0000356130-04-000050-exh10c.txt,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Casualty
