accessionNo,cik,companyNameLong,ticker,description,formType,type,filingUrl,filedAt,downloadFilename,classifyingModel,reinsurance,contractType,obligatoryType,proportional,classOfBusiness
0001437749-22-007724,1065201,AMERINST INSURANCE GROUP LTD (CIK 0001065201),,EXHIBIT 10.14,10-K,EX-10.14,https://www.sec.gov/Archives/edgar/data/1065201/000143774922007724/ex_352293.htm,2022-03-30,2022-1065201-0001437749-22-007724-ex_352293.htm,gpt-4o-mini,No,Non-Life,NA,NA,Specialty
0001564590-22-007154,1018979,AMERISAFE INC (AMSF) (CIK 0001018979),AMSF,EX-10.24,10-K,EX-10.24,https://www.sec.gov/Archives/edgar/data/1018979/000156459022007154/amsf-ex1024_327.htm,2022-02-25,2022-1018979-0001564590-22-007154-amsf-ex1024_327.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Casualty
0000950170-22-016021,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EX-10.131,10-Q,EX-10.131,https://www.sec.gov/Archives/edgar/data/1400810/000095017022016021/hci-ex10_131.htm,2022-08-09,2022-1400810-0000950170-22-016021-hci-ex10_131.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0000950170-22-003351,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EX-10.128,10-K,EX-10.128,https://www.sec.gov/Archives/edgar/data/1400810/000095017022003351/hci-ex10_128.htm,2022-03-10,2022-1400810-0000950170-22-003351-hci-ex10_128.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Property
0000950170-22-003351,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EX-10.124,10-K,EX-10.124,https://www.sec.gov/Archives/edgar/data/1400810/000095017022003351/hci-ex10_124.htm,2022-03-10,2022-1400810-0000950170-22-003351-hci-ex10_124.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Property
0001628280-22-029243,1091748,"Argo Group International Holdings, Ltd. (ARGD, ARGO-PA) (CIK 0001091748)",ARGD,EX-10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1091748/000162828022029243/ex1029302022.htm,2022-11-09,2022-1091748-0001628280-22-029243-ex1029302022.htm,gpt-4o-mini,No,Non-Life,Treaty,Proportional,Specialty
0001527469-22-000026,1527469,"Athene Holding Ltd (ATHS, ATH-PA, ATH-PB, ATH-PC, ATH-PD, ATH-PE) (CIK 0001527469)",ATH.PA,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1527469/000152746922000026/q12022exhibit101.htm,2022-05-10,2022-1527469-0001527469-22-000026-q12022exhibit101.htm,gpt-4o-mini,No,NA,NA,NA,NA
0001576018-22-000079,1576018,"SiriusPoint Ltd (SPNT, SSPFF, SPNT-PB) (CIK 0001576018)",SPNT,EX-10.2 MONICA CRAMER MANHEM AMENDMENT TO EMPLOYMENT AGREEMENT,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1576018/000157601822000079/monicacramrmanhem-amendmen.htm,2022-05-04,2022-1576018-0001576018-22-000079-monicacramrmanhem-amendmen.htm,gpt-4o-mini,No,NA,NA,NA,NA
0001333986-22-000022,1333986,"Equitable Holdings, Inc. (EQH, EQH-PA, EQH-PC) (CIK 0001333986)",EQH,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1333986/000133398622000022/eqh-93022exhibit101.htm,2022-11-03,2022-1333986-0001333986-22-000022-eqh-93022exhibit101.htm,gpt-4o-mini,Yes,Life,Treaty,Proportional,Life
0000727920-22-000013,727920,Equitable Financial Life Insurance Co (CIK 0000727920),,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/727920/000072792022000013/efl-93022exhibit101.htm,2022-11-03,2022-727920-0000727920-22-000013-efl-93022exhibit101.htm,gpt-4o-mini,Yes,Life,Treaty,Proportional,Life
0000913144-22-000099,913144,"RENAISSANCERE HOLDINGS LTD (RNR, RNR-PF, RNR-PG) (CIK 0000913144)",RNR,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/913144/000091314422000099/exhibit101secondamendmentt.htm,2022-11-02,2022-913144-0000913144-22-000099-exhibit101secondamendmentt.htm,gpt-4o-mini,No,Non-Life,NA,NA,NA
0000874766-22-000019,874766,"HARTFORD FINANCIAL SERVICES GROUP, INC. (HIG, HIG-PG) (CIK 0000874766)",HIG,EX-10.01,10-K,EX-10.01,https://www.sec.gov/Archives/edgar/data/874766/000087476622000019/hig12312021-10xkex1001.htm,2022-02-18,2022-874766-0000874766-22-000019-hig12312021-10xkex1001.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0000011544-22-000016,11544,"BERKLEY W R CORP (WRB, WRB-PE, WRB-PF, WRB-PG, WRB-PH) (CIK 0000011544)",WRB,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/11544/000001154422000016/wrb331202210-qex101.htm,2022-05-03,2022-11544-0000011544-22-000016-wrb331202210-qex101.htm,gpt-4o-mini,No,NA,NA,NA,NA
0000950170-22-016021,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EX-10.146,10-Q,EX-10.146,https://www.sec.gov/Archives/edgar/data/1400810/000095017022016021/hci-ex10_146.htm,2022-08-09,2022-1400810-0000950170-22-016021-hci-ex10_146.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0000950170-22-016021,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EX-10.147,10-Q,EX-10.147,https://www.sec.gov/Archives/edgar/data/1400810/000095017022016021/hci-ex10_147.htm,2022-08-09,2022-1400810-0000950170-22-016021-hci-ex10_147.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0000898174-22-000053,898174,"REINSURANCE GROUP OF AMERICA INC (RGA, RZB, RZC) (CIK 0000898174)",RGA,EX-10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/898174/000089817422000053/ex1032022q110-q.htm,2022-05-06,2022-898174-0000898174-22-000053-ex1032022q110-q.htm,gpt-4o-mini,No,NA,NA,NA,NA
0000874501-22-000101,874501,AMBAC FINANCIAL GROUP INC (AMBC) (CIK 0000874501),AMBC,EX-10.4,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/874501/000087450122000101/a02-026ambcxex104x1q22x10q.htm,2022-05-10,2022-874501-0000874501-22-000101-a02-026ambcxex104x1q22x10q.htm,gpt-4o-mini,No,NA,NA,NA,NA
0000727920-22-000013,727920,Equitable Financial Life Insurance Co (CIK 0000727920),,EX-10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/727920/000072792022000013/efl-93022xexhibit102.htm,2022-11-03,2022-727920-0000727920-22-000013-efl-93022xexhibit102.htm,gpt-4o-mini,Yes,Life,Treaty,Proportional,Life
0001333986-22-000022,1333986,"Equitable Holdings, Inc. (EQH, EQH-PA, EQH-PC) (CIK 0001333986)",EQH,EX-10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1333986/000133398622000022/eqh93022-exhibit102.htm,2022-11-03,2022-1333986-0001333986-22-000022-eqh93022-exhibit102.htm,gpt-4o-mini,Yes,Life,Treaty,Proportional,Life
0001620459-22-000015,1620459,"James River Group Holdings, Ltd. (JRVR) (CIK 0001620459)",JRVR,EX-10.2,10-K,EX-10.2,https://www.sec.gov/Archives/edgar/data/1620459/000162045922000015/a4q21jrvrex102.htm,2022-03-01,2022-1620459-0001620459-22-000015-a4q21jrvrex102.htm,gpt-4o-mini,No,NA,NA,NA,NA
0001564590-22-028662,1475922,"Primerica, Inc. (PRI) (CIK 0001475922)",PRI,EX-10.2 SECOND AMENDED AND RESTATED 80% COINSURANCE AGREEMENT,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1475922/000156459022028662/pri-ex102_141.htm,2022-08-09,2022-1475922-0001564590-22-028662-pri-ex102_141.htm,gpt-4o-mini,Yes,Life,Treaty,Proportional,Life
0000891166-22-000114,891166,"UNIVERSAL INSURANCE HOLDINGS, INC. (UVE) (CIK 0000891166)",UVE,EX-10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/891166/000089116622000114/uve-20220930xex10210312022.htm,2022-11-02,2022-891166-0000891166-22-000114-uve-20220930xex10210312022.htm,gpt-4o-mini,No,NA,NA,NA,NA
0000874501-22-000101,874501,AMBAC FINANCIAL GROUP INC (AMBC) (CIK 0000874501),AMBC,EX-10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/874501/000087450122000101/a02-026ambcxex103x1q22x10q.htm,2022-05-10,2022-874501-0000874501-22-000101-a02-026ambcxex103x1q22x10q.htm,gpt-4o-mini,No,NA,NA,NA,NA
0000898174-22-000053,898174,"REINSURANCE GROUP OF AMERICA INC (RGA, RZB, RZC) (CIK 0000898174)",RGA,EX-10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/898174/000089817422000053/ex1022022q110-q.htm,2022-05-06,2022-898174-0000898174-22-000053-ex1022022q110-q.htm,gpt-4o-mini,No,NA,NA,NA,NA
0001620459-22-000015,1620459,"James River Group Holdings, Ltd. (JRVR) (CIK 0001620459)",JRVR,EX-10.7,10-K,EX-10.7,https://www.sec.gov/Archives/edgar/data/1620459/000162045922000015/a4q21jrvrex107.htm,2022-03-01,2022-1620459-0001620459-22-000015-a4q21jrvrex107.htm,gpt-4o-mini,No,NA,NA,NA,NA
0001564590-22-028662,1475922,"Primerica, Inc. (PRI) (CIK 0001475922)",PRI,EX-10.3 REINSURANCE TRUST AGREEMENT,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1475922/000156459022028662/pri-ex103_140.htm,2022-08-09,2022-1475922-0001564590-22-028662-pri-ex103_140.htm,gpt-4o-mini,Yes,Life,Treaty,Proportional,Life
0001840776-22-000147,1840776,"Hagerty, Inc. (HGTY, HGTPW) (CIK 0001840776)",HGTY,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1840776/000184077622000147/hgty-20220930xex101.htm,2022-11-10,2022-1840776-0001840776-22-000147-hgty-20220930xex101.htm,gpt-4o-mini,No,NA,NA,NA,NA
0001193125-22-076304,1828937,"Finance of America Companies Inc. (FOA, FOACW) (CIK 0001828937)",FOA,EX-10.18.3,10-K,EX-10.18.3,https://www.sec.gov/Archives/edgar/data/1828937/000119312522076304/d21917dex10183.htm,2022-03-15,2022-1828937-0001193125-22-076304-d21917dex10183.htm,gpt-4o-mini,No,NA,NA,NA,Specialty
0001564590-22-028662,1475922,"Primerica, Inc. (PRI) (CIK 0001475922)",PRI,"EX-10.1 ASSIGNMENT, TRANSFER AND NOVATION AGREEMENT",10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1475922/000156459022028662/pri-ex101_142.htm,2022-08-09,2022-1475922-0001564590-22-028662-pri-ex101_142.htm,gpt-4o-mini,Yes,Life,Treaty,Proportional,Life
0001404912-22-000019,1404912,"KKR & Co. Inc. (KKR, KKRS) (CIK 0001404912)",KKR,EX-10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1404912/000140491222000019/ex10_2.htm,2022-11-08,2022-1404912-0001404912-22-000019-ex10_2.htm,gpt-4o-mini,No,NA,NA,NA,NA
0001289419-22-000014,1289419,"Morningstar, Inc. (MORN) (CIK 0001289419)",MORN,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1289419/000128941922000014/morn_exhibitx101x06302022.htm,2022-07-29,2022-1289419-0001289419-22-000014-morn_exhibitx101x06302022.htm,gpt-4o-mini,No,NA,NA,NA,NA
0001104659-22-056167,5272,"AMERICAN INTERNATIONAL GROUP, INC. (AIG) (CIK 0000005272)",AIG,EXHIBIT 10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/5272/000110465922056167/tmb-20220419xex10d1.htm,2022-05-05,2022-5272-0001104659-22-056167-tmb-20220419xex10d1.htm,gpt-4o-mini,No,NA,NA,NA,NA
0001104659-22-056167,5272,"AMERICAN INTERNATIONAL GROUP, INC. (AIG) (CIK 0000005272)",AIG,EXHIBIT 10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/5272/000110465922056167/tmb-20220419xex10d2.htm,2022-05-05,2022-5272-0001104659-22-056167-tmb-20220419xex10d2.htm,gpt-4o-mini,No,NA,NA,NA,NA
0001289419-22-000019,1289419,"Morningstar, Inc. (MORN) (CIK 0001289419)",MORN,EX-10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1289419/000128941922000019/morn_exhibitx102x09302022.htm,2022-10-28,2022-1289419-0001289419-22-000019-morn_exhibitx102x09302022.htm,gpt-4o-mini,No,NA,NA,NA,NA
0001289419-22-000019,1289419,"Morningstar, Inc. (MORN) (CIK 0001289419)",MORN,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1289419/000128941922000019/morn_exhibitx101x09302022.htm,2022-10-28,2022-1289419-0001289419-22-000019-morn_exhibitx101x09302022.htm,gpt-4o-mini,No,NA,NA,NA,NA
0001576018-22-000021,1576018,"SiriusPoint Ltd (SPNT, SSPFF, SPNT-PB) (CIK 0001576018)",SPNT,EX-10.43 FOURTH AMENDED AND RESTATED LPA,10-K,EX-10.43,https://www.sec.gov/Archives/edgar/data/1576018/000157601822000021/fourthamendedandrestatedlp.htm,2022-03-01,2022-1576018-0001576018-22-000021-fourthamendedandrestatedlp.htm,gpt-4o-mini,No,NA,NA,NA,NA
0001371285-22-000048,1371285,"TRUPANION, INC. (TRUP) (CIK 0001371285)",TRUP,EX-10.10,10-K,EX-10.10,https://www.sec.gov/Archives/edgar/data/1371285/000137128522000048/ex1010q42021.htm,2022-02-17,2022-1371285-0001371285-22-000048-ex1010q42021.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Specialty
0000776867-22-000005,776867,WHITE MOUNTAINS INSURANCE GROUP LTD (WTM) (CIK 0000776867),WTM,EX-10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/776867/000077686722000005/exhibit10210-q2022.htm,2022-05-06,2022-776867-0000776867-22-000005-exhibit10210-q2022.htm,gpt-4o-mini,No,NA,NA,NA,NA
0000059558-22-000008,59558,"LINCOLN NATIONAL CORP (LNC, LNC-PD) (CIK 0000059558)",LNC,EX-10.43,10-K,EX-10.43,https://www.sec.gov/Archives/edgar/data/59558/000005955822000008/lnc-20211231xex10_43.htm,2022-02-17,2022-59558-0000059558-22-000008-lnc-20211231xex10_43.htm,gpt-4o-mini,No,NA,NA,NA,NA
0000950170-22-013380,1280784,"Hercules Capital, Inc. (HCXY, HTGC) (CIK 0001280784)",HTGC,EX-10.7,10-Q,EX-10.7,https://www.sec.gov/Archives/edgar/data/1280784/000095017022013380/htgc-ex10_7.htm,2022-07-28,2022-1280784-0000950170-22-013380-htgc-ex10_7.htm,gpt-4o-mini,No,NA,NA,NA,NA
0000950170-22-023719,1598665,"Heritage Insurance Holdings, Inc. (HRTG) (CIK 0001598665)",HRTG,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1598665/000095017022023719/hrtg-ex10_1.htm,2022-11-09,2022-1598665-0000950170-22-023719-hrtg-ex10_1.htm,gpt-4o-mini,No,NA,NA,NA,NA
0001273813-22-000007,1273813,ASSURED GUARANTY LTD (AGO) (CIK 0001273813),AGO,EX-10.72,10-K,EX-10.72,https://www.sec.gov/Archives/edgar/data/1273813/000127381322000007/ago-12312021x10kex1072.htm,2022-02-25,2022-1273813-0001273813-22-000007-ago-12312021x10kex1072.htm,gpt-4o-mini,No,NA,NA,NA,NA
0000005513-22-000030,5513,"Unum Group (UNM, UNMA) (CIK 0000005513)",UNM,EX-10.46,10-K,EX-10.46,https://www.sec.gov/Archives/edgar/data/5513/000000551322000030/unm123121ex1046.htm,2022-02-25,2022-5513-0000005513-22-000030-unm123121ex1046.htm,gpt-4o-mini,No,NA,NA,NA,NA
0001273813-22-000026,1273813,ASSURED GUARANTY LTD (AGO) (CIK 0001273813),AGO,EX-10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1273813/000127381322000026/ago-03312022x10qex102.htm,2022-05-06,2022-1273813-0001273813-22-000026-ago-03312022x10qex102.htm,gpt-4o-mini,No,NA,NA,NA,NA
0000898174-22-000053,898174,"REINSURANCE GROUP OF AMERICA INC (RGA, RZB, RZC) (CIK 0000898174)",RGA,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/898174/000089817422000053/ex1012022q110-q.htm,2022-05-06,2022-898174-0000898174-22-000053-ex1012022q110-q.htm,gpt-4o-mini,No,NA,NA,NA,NA
0001140361-22-008115,800457,"DONEGAL GROUP INC (DGICA, DGICB) (CIK 0000800457)",DGICA,EXHIBIT 10.26,10-K,EX-10.26,https://www.sec.gov/Archives/edgar/data/800457/000114036122008115/brhc10034696_ex10-26.htm,2022-03-07,2022-800457-0001140361-22-008115-brhc10034696_ex10-26.htm,gpt-4o-mini,No,Non-Life,NA,NA,Casualty
